Protoss_Pylon 1192; Protoss_Opening FastObs; Protoss_Assimilator 2404; Protoss_Gateway 1884; Protoss_Robotics_Support_Bay 19100; Protoss_Arbiter_Tribunal 18508; Protoss_Robotics_Facility 6594; Protoss_Fleet_Beacon 0; Protoss_Stargate 16668; Protoss_Citadel_of_Adun 10340; Protoss_Forge 17324; Protoss_Templar_Archives 13714; Protoss_Photon_Cannon 18612; Protoss_Cybernetics_Core 2938; 
Protoss_Pylon 1168; Protoss_Opening FastObs; Protoss_Assimilator 2230; Protoss_Gateway 1880; Protoss_Robotics_Support_Bay 9378; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5482; Protoss_Fleet_Beacon 0; Protoss_Stargate 16574; Protoss_Citadel_of_Adun 14000; Protoss_Forge 14122; Protoss_Templar_Archives 15616; Protoss_Photon_Cannon 15246; Protoss_Cybernetics_Core 2918; 
Protoss_Pylon 1146; Protoss_Opening FastObs; Protoss_Assimilator 2218; Protoss_Gateway 1810; Protoss_Robotics_Support_Bay 9198; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5468; Protoss_Fleet_Beacon 16098; Protoss_Stargate 14296; Protoss_Citadel_of_Adun 15716; Protoss_Forge 12564; Protoss_Templar_Archives 18784; Protoss_Photon_Cannon 14020; Protoss_Cybernetics_Core 2864; 
Protoss_Pylon 1224; Protoss_Opening FastExpand; Protoss_Assimilator 3720; Protoss_Gateway 1822; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 10672; Protoss_Stargate 9482; Protoss_Citadel_of_Adun 10632; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 5498; 
Protoss_Pylon 1132; Protoss_Opening FastDT; Protoss_Assimilator 3200; Protoss_Gateway 1760; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 6630; Protoss_Forge 0; Protoss_Templar_Archives 8308; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3852; 
Protoss_Pylon 1146; Protoss_Opening FastObs; Protoss_Assimilator 2350; Protoss_Gateway 1806; Protoss_Robotics_Support_Bay 10804; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6274; Protoss_Fleet_Beacon 25288; Protoss_Stargate 23880; Protoss_Citadel_of_Adun 15940; Protoss_Forge 18882; Protoss_Templar_Archives 22420; Protoss_Photon_Cannon 19900; Protoss_Cybernetics_Core 2912; 
Protoss_Pylon 1148; Protoss_Opening FastObs; Protoss_Assimilator 2236; Protoss_Gateway 1832; Protoss_Robotics_Support_Bay 9170; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5344; Protoss_Fleet_Beacon 0; Protoss_Stargate 16496; Protoss_Citadel_of_Adun 13158; Protoss_Forge 13418; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 16642; Protoss_Cybernetics_Core 2910; 
Protoss_Pylon 1224; Protoss_Opening FastObs; Protoss_Assimilator 1748; Protoss_Gateway 1902; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 16064; Protoss_Robotics_Facility 5620; Protoss_Fleet_Beacon 0; Protoss_Stargate 14684; Protoss_Citadel_of_Adun 10276; Protoss_Forge 12136; Protoss_Templar_Archives 13618; Protoss_Photon_Cannon 12976; Protoss_Cybernetics_Core 2940; 
Protoss_Pylon 1158; Protoss_Opening FastDT; Protoss_Assimilator 2212; Protoss_Gateway 1862; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5978; Protoss_Forge 0; Protoss_Templar_Archives 7042; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2880; 
Protoss_Pylon 1180; Protoss_Opening FastObs; Protoss_Assimilator 2192; Protoss_Gateway 1842; Protoss_Robotics_Support_Bay 12212; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7204; Protoss_Fleet_Beacon 15454; Protoss_Stargate 11572; Protoss_Citadel_of_Adun 0; Protoss_Forge 15236; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 17416; Protoss_Cybernetics_Core 2860; 
Protoss_Pylon 1254; Protoss_Opening Unknown; Protoss_Assimilator 5846; Protoss_Gateway 1832; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon 1150; Protoss_Opening FastExpand; Protoss_Assimilator 2204; Protoss_Gateway 1816; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 12538; Protoss_Stargate 11346; Protoss_Citadel_of_Adun 12136; Protoss_Forge 14872; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 15952; Protoss_Cybernetics_Core 3878; 
Protoss_Pylon 1224; Protoss_Opening FastObs; Protoss_Assimilator 2306; Protoss_Gateway 1924; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 13178; Protoss_Robotics_Facility 5020; Protoss_Fleet_Beacon 0; Protoss_Stargate 11700; Protoss_Citadel_of_Adun 6748; Protoss_Forge 17582; Protoss_Templar_Archives 7736; Protoss_Photon_Cannon 18848; Protoss_Cybernetics_Core 3740; 
Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon 1122; Protoss_Opening FastObs; Protoss_Assimilator 2210; Protoss_Gateway 1842; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5496; Protoss_Fleet_Beacon 11492; Protoss_Stargate 10298; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2846; 
Protoss_Pylon 1138; Protoss_Opening FastExpand; Protoss_Assimilator 2200; Protoss_Gateway 1844; Protoss_Robotics_Support_Bay 8358; Protoss_Arbiter_Tribunal 15138; Protoss_Robotics_Facility 6822; Protoss_Fleet_Beacon 0; Protoss_Stargate 13990; Protoss_Citadel_of_Adun 10494; Protoss_Forge 9636; Protoss_Templar_Archives 12506; Protoss_Photon_Cannon 15972; Protoss_Cybernetics_Core 2872; 
Protoss_Pylon 1174; Protoss_Opening FastObs; Protoss_Assimilator 2194; Protoss_Gateway 1858; Protoss_Robotics_Support_Bay 8858; Protoss_Arbiter_Tribunal 19544; Protoss_Robotics_Facility 5276; Protoss_Fleet_Beacon 0; Protoss_Stargate 17548; Protoss_Citadel_of_Adun 10372; Protoss_Forge 17618; Protoss_Templar_Archives 15008; Protoss_Photon_Cannon 21190; Protoss_Cybernetics_Core 2884; 
Protoss_Pylon 1162; Protoss_Opening FastDT; Protoss_Assimilator 2190; Protoss_Gateway 1832; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 4206; Protoss_Forge 0; Protoss_Templar_Archives 5198; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2828; 
Protoss_Pylon 1180; Protoss_Opening FastObs; Protoss_Assimilator 2334; Protoss_Gateway 1854; Protoss_Robotics_Support_Bay 9242; Protoss_Arbiter_Tribunal 19142; Protoss_Robotics_Facility 5008; Protoss_Fleet_Beacon 44058; Protoss_Stargate 16264; Protoss_Citadel_of_Adun 11318; Protoss_Forge 14448; Protoss_Templar_Archives 12464; Protoss_Photon_Cannon 15212; Protoss_Cybernetics_Core 3864; 
Protoss_Pylon 1266; Protoss_Opening FastExpand; Protoss_Assimilator 3344; Protoss_Gateway 3102; Protoss_Robotics_Support_Bay 8470; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6244; Protoss_Fleet_Beacon 16834; Protoss_Stargate 15534; Protoss_Citadel_of_Adun 19080; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4110; 
Protoss_Pylon 1134; Protoss_Opening FastExpand; Protoss_Assimilator 2208; Protoss_Gateway 1844; Protoss_Robotics_Support_Bay 10708; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7994; Protoss_Fleet_Beacon 0; Protoss_Stargate 38556; Protoss_Citadel_of_Adun 12048; Protoss_Forge 11330; Protoss_Templar_Archives 26384; Protoss_Photon_Cannon 17834; Protoss_Cybernetics_Core 3862; 
Protoss_Pylon 1248; Protoss_Opening Carrier; Protoss_Assimilator 2368; Protoss_Gateway 1862; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 40136; Protoss_Robotics_Facility 6728; Protoss_Fleet_Beacon 7538; Protoss_Stargate 6390; Protoss_Citadel_of_Adun 37818; Protoss_Forge 11648; Protoss_Templar_Archives 38856; Protoss_Photon_Cannon 12412; Protoss_Cybernetics_Core 2896; 
Protoss_Pylon 1188; Protoss_Opening FastExpand; Protoss_Assimilator 2232; Protoss_Gateway 1892; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 16908; Protoss_Robotics_Facility 7804; Protoss_Fleet_Beacon 0; Protoss_Stargate 15124; Protoss_Citadel_of_Adun 11052; Protoss_Forge 11932; Protoss_Templar_Archives 12624; Protoss_Photon_Cannon 15660; Protoss_Cybernetics_Core 2896; 
Protoss_Pylon 1202; Protoss_Opening FastObs; Protoss_Assimilator 2266; Protoss_Gateway 1874; Protoss_Robotics_Support_Bay 8398; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4410; Protoss_Fleet_Beacon 13428; Protoss_Stargate 12012; Protoss_Citadel_of_Adun 19040; Protoss_Forge 25358; Protoss_Templar_Archives 29314; Protoss_Photon_Cannon 27764; Protoss_Cybernetics_Core 2906; 
Protoss_Pylon 1200; Protoss_Opening FastObs; Protoss_Assimilator 2488; Protoss_Gateway 1908; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5272; Protoss_Fleet_Beacon 0; Protoss_Stargate 22136; Protoss_Citadel_of_Adun 14154; Protoss_Forge 0; Protoss_Templar_Archives 15988; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3078; 
Protoss_Pylon 1306; Protoss_Opening FastExpand; Protoss_Assimilator 5978; Protoss_Gateway 1968; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 9744; Protoss_Fleet_Beacon 13900; Protoss_Stargate 12554; Protoss_Citadel_of_Adun 14668; Protoss_Forge 4788; Protoss_Templar_Archives 22038; Protoss_Photon_Cannon 6190; Protoss_Cybernetics_Core 6804; 
Protoss_Pylon 1198; Protoss_Opening FastDT; Protoss_Assimilator 2248; Protoss_Gateway 1874; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 6762; Protoss_Forge 0; Protoss_Templar_Archives 7850; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2918; 
Protoss_Pylon 1170; Protoss_Opening Unknown; Protoss_Assimilator 2202; Protoss_Gateway 1818; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 6214; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2830; 
Protoss_Pylon 1180; Protoss_Opening FastExpand; Protoss_Assimilator 2242; Protoss_Gateway 1858; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 18902; Protoss_Robotics_Facility 9534; Protoss_Fleet_Beacon 0; Protoss_Stargate 16716; Protoss_Citadel_of_Adun 11822; Protoss_Forge 15590; Protoss_Templar_Archives 13626; Protoss_Photon_Cannon 17162; Protoss_Cybernetics_Core 2860; 
Protoss_Pylon 1322; Protoss_Opening FastExpand; Protoss_Assimilator 2500; Protoss_Gateway 2040; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 32752; Protoss_Robotics_Facility 10694; Protoss_Fleet_Beacon 0; Protoss_Stargate 30876; Protoss_Citadel_of_Adun 15234; Protoss_Forge 18890; Protoss_Templar_Archives 16896; Protoss_Photon_Cannon 21404; Protoss_Cybernetics_Core 3044; 
Protoss_Pylon 1148; Protoss_Opening Unknown; Protoss_Assimilator 2196; Protoss_Gateway 1826; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon 1188; Protoss_Opening FastExpand; Protoss_Assimilator 3276; Protoss_Gateway 2958; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6862; Protoss_Fleet_Beacon 14500; Protoss_Stargate 13288; Protoss_Citadel_of_Adun 10600; Protoss_Forge 9802; Protoss_Templar_Archives 19544; Protoss_Photon_Cannon 11584; Protoss_Cybernetics_Core 4266; 
Protoss_Pylon 1156; Protoss_Opening FastExpand; Protoss_Assimilator 2336; Protoss_Gateway 1910; Protoss_Robotics_Support_Bay 9824; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8322; Protoss_Fleet_Beacon 0; Protoss_Stargate 18080; Protoss_Citadel_of_Adun 12114; Protoss_Forge 14794; Protoss_Templar_Archives 14738; Protoss_Photon_Cannon 16598; Protoss_Cybernetics_Core 3506; 
Protoss_Pylon 1260; Protoss_Opening FastObs; Protoss_Assimilator 2472; Protoss_Gateway 1886; Protoss_Robotics_Support_Bay 9412; Protoss_Arbiter_Tribunal 22230; Protoss_Robotics_Facility 5764; Protoss_Fleet_Beacon 0; Protoss_Stargate 20854; Protoss_Citadel_of_Adun 12576; Protoss_Forge 18678; Protoss_Templar_Archives 18868; Protoss_Photon_Cannon 20192; Protoss_Cybernetics_Core 2926; 
Protoss_Pylon 1192; Protoss_Opening FastObs; Protoss_Assimilator 2268; Protoss_Gateway 1876; Protoss_Robotics_Support_Bay 9426; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5454; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2954; 
Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon 1138; Protoss_Opening FastExpand; Protoss_Assimilator 2326; Protoss_Gateway 1814; Protoss_Robotics_Support_Bay 15264; Protoss_Arbiter_Tribunal 22098; Protoss_Robotics_Facility 10422; Protoss_Fleet_Beacon 0; Protoss_Stargate 20512; Protoss_Citadel_of_Adun 6624; Protoss_Forge 19104; Protoss_Templar_Archives 15458; Protoss_Photon_Cannon 20010; Protoss_Cybernetics_Core 2974; 
Protoss_Pylon 1038; Protoss_Opening FastDT; Protoss_Assimilator 2164; Protoss_Gateway 1640; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 10538; Protoss_Fleet_Beacon 17260; Protoss_Stargate 15776; Protoss_Citadel_of_Adun 4414; Protoss_Forge 0; Protoss_Templar_Archives 5426; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2772; 
Protoss_Pylon 1316; Protoss_Opening FastExpand; Protoss_Assimilator 5804; Protoss_Gateway 1906; Protoss_Robotics_Support_Bay 9482; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7910; Protoss_Fleet_Beacon 20712; Protoss_Stargate 18556; Protoss_Citadel_of_Adun 8246; Protoss_Forge 3610; Protoss_Templar_Archives 9730; Protoss_Photon_Cannon 5186; Protoss_Cybernetics_Core 6158; 
Protoss_Pylon 1128; Protoss_Opening ReaverDrop; Protoss_Assimilator 2172; Protoss_Gateway 1792; Protoss_Robotics_Support_Bay 8380; Protoss_Arbiter_Tribunal 16898; Protoss_Robotics_Facility 5590; Protoss_Fleet_Beacon 0; Protoss_Stargate 15650; Protoss_Citadel_of_Adun 11604; Protoss_Forge 16352; Protoss_Templar_Archives 12650; Protoss_Photon_Cannon 17262; Protoss_Cybernetics_Core 2840; 
Protoss_Pylon 1186; Protoss_Opening FastObs; Protoss_Assimilator 2290; Protoss_Gateway 1868; Protoss_Robotics_Support_Bay 11322; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5432; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2926; 
Protoss_Pylon 1214; Protoss_Opening FastObs; Protoss_Assimilator 2284; Protoss_Gateway 1886; Protoss_Robotics_Support_Bay 9302; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5268; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 15358; Protoss_Forge 19532; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 20540; Protoss_Cybernetics_Core 2924; 
Protoss_Pylon 1156; Protoss_Opening FastObs; Protoss_Assimilator 2192; Protoss_Gateway 1816; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4272; Protoss_Fleet_Beacon 0; Protoss_Stargate 28888; Protoss_Citadel_of_Adun 9560; Protoss_Forge 18344; Protoss_Templar_Archives 27482; Protoss_Photon_Cannon 19594; Protoss_Cybernetics_Core 2824; 
Protoss_Pylon 1152; Protoss_Opening FastObs; Protoss_Assimilator 2166; Protoss_Gateway 1774; Protoss_Robotics_Support_Bay 9100; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4258; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10584; Protoss_Forge 14552; Protoss_Templar_Archives 16760; Protoss_Photon_Cannon 15416; Protoss_Cybernetics_Core 2820; 
Protoss_Pylon 1150; Protoss_Opening FastDT; Protoss_Assimilator 2190; Protoss_Gateway 1782; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 13418; Protoss_Robotics_Facility 4634; Protoss_Fleet_Beacon 0; Protoss_Stargate 12178; Protoss_Citadel_of_Adun 4312; Protoss_Forge 17480; Protoss_Templar_Archives 5598; Protoss_Photon_Cannon 18296; Protoss_Cybernetics_Core 2810; 
Protoss_Pylon 1156; Protoss_Opening ReaverDrop; Protoss_Assimilator 2422; Protoss_Gateway 1984; Protoss_Robotics_Support_Bay 7334; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5572; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 17612; Protoss_Forge 15796; Protoss_Templar_Archives 23376; Protoss_Photon_Cannon 18248; Protoss_Cybernetics_Core 3062; 
Protoss_Pylon 1152; Protoss_Opening FastObs; Protoss_Assimilator 2600; Protoss_Gateway 1808; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6910; Protoss_Fleet_Beacon 12162; Protoss_Stargate 10858; Protoss_Citadel_of_Adun 12740; Protoss_Forge 0; Protoss_Templar_Archives 24076; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3400; 
Protoss_Pylon 1148; Protoss_Opening FastExpand; Protoss_Assimilator 3276; Protoss_Gateway 2988; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4062; 
Protoss_Pylon 1154; Protoss_Opening FastObs; Protoss_Assimilator 3022; Protoss_Gateway 1798; Protoss_Robotics_Support_Bay 10708; Protoss_Arbiter_Tribunal 22760; Protoss_Robotics_Facility 6298; Protoss_Fleet_Beacon 0; Protoss_Stargate 20334; Protoss_Citadel_of_Adun 13966; Protoss_Forge 16068; Protoss_Templar_Archives 21628; Protoss_Photon_Cannon 17512; Protoss_Cybernetics_Core 4556; 
Protoss_Pylon 1144; Protoss_Opening FastDT; Protoss_Assimilator 1716; Protoss_Gateway 2304; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5518; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5460; Protoss_Forge 22138; Protoss_Templar_Archives 6544; Protoss_Photon_Cannon 23154; Protoss_Cybernetics_Core 3328; 
Protoss_Pylon 1232; Protoss_Opening FastDT; Protoss_Assimilator 2298; Protoss_Gateway 1998; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 23528; Protoss_Robotics_Facility 8832; Protoss_Fleet_Beacon 0; Protoss_Stargate 18960; Protoss_Citadel_of_Adun 4032; Protoss_Forge 13312; Protoss_Templar_Archives 5022; Protoss_Photon_Cannon 14478; Protoss_Cybernetics_Core 3034; 
Protoss_Pylon 1134; Protoss_Opening FastExpand; Protoss_Assimilator 2428; Protoss_Gateway 1892; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 26224; Protoss_Robotics_Facility 8576; Protoss_Fleet_Beacon 0; Protoss_Stargate 24400; Protoss_Citadel_of_Adun 9000; Protoss_Forge 24188; Protoss_Templar_Archives 10074; Protoss_Photon_Cannon 25816; Protoss_Cybernetics_Core 3022; 
Protoss_Pylon 1220; Protoss_Opening Unknown; Protoss_Assimilator 2250; Protoss_Gateway 1940; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3045; 
Protoss_Pylon 1160; Protoss_Opening FastObs; Protoss_Assimilator 2192; Protoss_Gateway 1858; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5996; Protoss_Fleet_Beacon 9714; Protoss_Stargate 8368; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2872; 
Protoss_Pylon 1212; Protoss_Opening FastExpand; Protoss_Assimilator 4722; Protoss_Gateway 1954; Protoss_Robotics_Support_Bay 10534; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8310; Protoss_Fleet_Beacon 14032; Protoss_Stargate 12586; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 5186; 
Protoss_Pylon 1140; Protoss_Opening FastExpand; Protoss_Assimilator 9146; Protoss_Gateway 1820; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 5198; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 7064; Protoss_Cybernetics_Core 9648; 
Protoss_Pylon 1174; Protoss_Opening FastExpand; Protoss_Assimilator 2234; Protoss_Gateway 1900; Protoss_Robotics_Support_Bay 16004; Protoss_Arbiter_Tribunal 20266; Protoss_Robotics_Facility 10088; Protoss_Fleet_Beacon 39562; Protoss_Stargate 18578; Protoss_Citadel_of_Adun 12094; Protoss_Forge 20134; Protoss_Templar_Archives 13094; Protoss_Photon_Cannon 20928; Protoss_Cybernetics_Core 3180; 
Protoss_Pylon 1184; Protoss_Opening FastObs; Protoss_Assimilator 2204; Protoss_Gateway 1872; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5476; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 9100; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2928; 
Protoss_Pylon 1196; Protoss_Opening FastDT; Protoss_Assimilator 2234; Protoss_Gateway 1876; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 19920; Protoss_Robotics_Facility 5652; Protoss_Fleet_Beacon 0; Protoss_Stargate 18326; Protoss_Citadel_of_Adun 4558; Protoss_Forge 18102; Protoss_Templar_Archives 6006; Protoss_Photon_Cannon 18992; Protoss_Cybernetics_Core 2954; 
