Terran_Control_Tower 622; Terran_Comsat_Station 666; Terran_Barracks 83; Terran_Expansion 376; Terran_Refinery 116; Terran_Barracks2 510; Terran_Missile_Turret 436; Terran_Supply_Depot 58; Terran_Engineering_Bay 300; Terran_Science_Facility -1; Terran_Machine_Shop 228; Terran_Armory -1; Terran_Starport 548; Terran_Opening rax_fe; Terran_Academy 590; Terran_Bunker 258; Terran_Factory 168; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 89; Terran_Expansion 498; Terran_Refinery 98; Terran_Barracks2 169; Terran_Missile_Turret 503; Terran_Supply_Depot 61; Terran_Engineering_Bay 428; Terran_Science_Facility -1; Terran_Machine_Shop 201; Terran_Armory -1; Terran_Starport -1; Terran_Opening bio; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 149; 
Terran_Control_Tower -1; Terran_Comsat_Station 591; Terran_Barracks 91; Terran_Expansion 253; Terran_Refinery 98; Terran_Barracks2 244; Terran_Missile_Turret 353; Terran_Supply_Depot 58; Terran_Engineering_Bay 308; Terran_Science_Facility 670; Terran_Machine_Shop 205; Terran_Armory 489; Terran_Starport 608; Terran_Opening rax_fe; Terran_Academy 537; Terran_Bunker -1; Terran_Factory 151; 
Terran_Control_Tower -1; Terran_Comsat_Station 347; Terran_Barracks 142; Terran_Expansion 127; Terran_Refinery 154; Terran_Barracks2 -1; Terran_Missile_Turret 653; Terran_Supply_Depot 55; Terran_Engineering_Bay 601; Terran_Science_Facility 755; Terran_Machine_Shop 258; Terran_Armory 538; Terran_Starport 665; Terran_Opening ; Terran_Academy 287; Terran_Bunker 248; Terran_Factory 206; 
Terran_Control_Tower 254; Terran_Comsat_Station 287; Terran_Barracks 87; Terran_Expansion 339; Terran_Refinery 102; Terran_Barracks2 639; Terran_Missile_Turret 461; Terran_Supply_Depot 57; Terran_Engineering_Bay 413; Terran_Science_Facility -1; Terran_Machine_Shop 320; Terran_Armory 214; Terran_Starport 207; Terran_Opening rax_fe; Terran_Academy 233; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 284; Terran_Comsat_Station 574; Terran_Barracks 84; Terran_Expansion 403; Terran_Refinery 108; Terran_Barracks2 429; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay 579; Terran_Science_Facility -1; Terran_Machine_Shop 236; Terran_Armory 222; Terran_Starport 229; Terran_Opening two_facto; Terran_Academy 492; Terran_Bunker -1; Terran_Factory 170; 
Terran_Control_Tower 326; Terran_Comsat_Station 628; Terran_Barracks 92; Terran_Expansion 305; Terran_Refinery 108; Terran_Barracks2 0; Terran_Missile_Turret 1013; Terran_Supply_Depot 59; Terran_Engineering_Bay 767; Terran_Science_Facility -1; Terran_Machine_Shop 460; Terran_Armory 211; Terran_Starport 273; Terran_Opening rax_fe; Terran_Academy 555; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 296; Terran_Comsat_Station 596; Terran_Barracks 89; Terran_Expansion 347; Terran_Refinery 107; Terran_Barracks2 459; Terran_Missile_Turret 446; Terran_Supply_Depot 58; Terran_Engineering_Bay 396; Terran_Science_Facility -1; Terran_Machine_Shop 339; Terran_Armory 223; Terran_Starport 242; Terran_Opening rax_fe; Terran_Academy 531; Terran_Bunker -1; Terran_Factory 166; 
Terran_Control_Tower 275; Terran_Comsat_Station 373; Terran_Barracks 107; Terran_Expansion 674; Terran_Refinery 78; Terran_Barracks2 594; Terran_Missile_Turret -1; Terran_Supply_Depot 61; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 250; Terran_Armory 214; Terran_Starport 225; Terran_Opening two_facto; Terran_Academy 308; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower 274; Terran_Comsat_Station 1043; Terran_Barracks 108; Terran_Expansion 596; Terran_Refinery 80; Terran_Barracks2 170; Terran_Missile_Turret 388; Terran_Supply_Depot 59; Terran_Engineering_Bay 331; Terran_Science_Facility -1; Terran_Machine_Shop 220; Terran_Armory 818; Terran_Starport 220; Terran_Opening two_facto; Terran_Academy 910; Terran_Bunker -1; Terran_Factory 168; 
Terran_Control_Tower 387; Terran_Comsat_Station -1; Terran_Barracks 107; Terran_Expansion 610; Terran_Refinery 76; Terran_Barracks2 277; Terran_Missile_Turret 910; Terran_Supply_Depot 56; Terran_Engineering_Bay 792; Terran_Science_Facility -1; Terran_Machine_Shop 253; Terran_Armory 224; Terran_Starport 323; Terran_Opening two_facto; Terran_Academy 366; Terran_Bunker 201; Terran_Factory 167; 
Terran_Control_Tower 261; Terran_Comsat_Station 629; Terran_Barracks 86; Terran_Expansion 535; Terran_Refinery 98; Terran_Barracks2 157; Terran_Missile_Turret 446; Terran_Supply_Depot 66; Terran_Engineering_Bay 363; Terran_Science_Facility -1; Terran_Machine_Shop 246; Terran_Armory 426; Terran_Starport 204; Terran_Opening bio; Terran_Academy 552; Terran_Bunker -1; Terran_Factory 150; 
Terran_Control_Tower 564; Terran_Comsat_Station 614; Terran_Barracks 106; Terran_Expansion 289; Terran_Refinery 104; Terran_Barracks2 164; Terran_Missile_Turret 402; Terran_Supply_Depot 72; Terran_Engineering_Bay 320; Terran_Science_Facility 567; Terran_Machine_Shop 235; Terran_Armory 215; Terran_Starport 516; Terran_Opening rax_fe; Terran_Academy 522; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 391; Terran_Comsat_Station 407; Terran_Barracks 92; Terran_Expansion 288; Terran_Refinery 109; Terran_Barracks2 292; Terran_Missile_Turret 424; Terran_Supply_Depot 60; Terran_Engineering_Bay 376; Terran_Science_Facility 570; Terran_Machine_Shop 224; Terran_Armory 296; Terran_Starport 340; Terran_Opening rax_fe; Terran_Academy 348; Terran_Bunker 201; Terran_Factory 171; 
Terran_Control_Tower 295; Terran_Comsat_Station -1; Terran_Barracks 90; Terran_Expansion 491; Terran_Refinery 110; Terran_Barracks2 533; Terran_Missile_Turret 351; Terran_Supply_Depot 62; Terran_Engineering_Bay 306; Terran_Science_Facility 963; Terran_Machine_Shop 236; Terran_Armory 229; Terran_Starport 232; Terran_Opening rax_fe; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 176; 
Terran_Control_Tower 425; Terran_Comsat_Station 879; Terran_Barracks 105; Terran_Expansion 492; Terran_Refinery 119; Terran_Barracks2 0; Terran_Missile_Turret 427; Terran_Supply_Depot 54; Terran_Engineering_Bay 307; Terran_Science_Facility -1; Terran_Machine_Shop 243; Terran_Armory 255; Terran_Starport 332; Terran_Opening drop; Terran_Academy 659; Terran_Bunker 0; Terran_Factory 189; 
Terran_Control_Tower 289; Terran_Comsat_Station -1; Terran_Barracks 102; Terran_Expansion -1; Terran_Refinery 115; Terran_Barracks2 252; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 224; Terran_Armory 261; Terran_Starport 239; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 170; 
Terran_Control_Tower 271; Terran_Comsat_Station -1; Terran_Barracks 91; Terran_Expansion -1; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 53; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 220; Terran_Armory 220; Terran_Starport 219; Terran_Opening two_facto; Terran_Academy 333; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower 564; Terran_Comsat_Station 614; Terran_Barracks 106; Terran_Expansion 289; Terran_Refinery 104; Terran_Barracks2 164; Terran_Missile_Turret 402; Terran_Supply_Depot 72; Terran_Engineering_Bay 320; Terran_Science_Facility 567; Terran_Machine_Shop 235; Terran_Armory 215; Terran_Starport 516; Terran_Opening rax_fe; Terran_Academy 522; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 391; Terran_Comsat_Station 407; Terran_Barracks 92; Terran_Expansion 288; Terran_Refinery 109; Terran_Barracks2 292; Terran_Missile_Turret 424; Terran_Supply_Depot 60; Terran_Engineering_Bay 376; Terran_Science_Facility 570; Terran_Machine_Shop 224; Terran_Armory 296; Terran_Starport 340; Terran_Opening rax_fe; Terran_Academy 348; Terran_Bunker 201; Terran_Factory 171; 
Terran_Control_Tower 275; Terran_Comsat_Station 373; Terran_Barracks 107; Terran_Expansion 674; Terran_Refinery 78; Terran_Barracks2 594; Terran_Missile_Turret -1; Terran_Supply_Depot 61; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 250; Terran_Armory 214; Terran_Starport 225; Terran_Opening two_facto; Terran_Academy 308; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower 274; Terran_Comsat_Station 1043; Terran_Barracks 108; Terran_Expansion 596; Terran_Refinery 80; Terran_Barracks2 170; Terran_Missile_Turret 388; Terran_Supply_Depot 59; Terran_Engineering_Bay 331; Terran_Science_Facility -1; Terran_Machine_Shop 220; Terran_Armory 818; Terran_Starport 220; Terran_Opening two_facto; Terran_Academy 910; Terran_Bunker -1; Terran_Factory 168; 
Terran_Control_Tower 306; Terran_Comsat_Station 553; Terran_Barracks 92; Terran_Expansion 332; Terran_Refinery 107; Terran_Barracks2 263; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 450; Terran_Armory 210; Terran_Starport 249; Terran_Opening rax_fe; Terran_Academy 480; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower 261; Terran_Comsat_Station 1063; Terran_Barracks 95; Terran_Expansion 521; Terran_Refinery 105; Terran_Barracks2 164; Terran_Missile_Turret 331; Terran_Supply_Depot 66; Terran_Engineering_Bay 286; Terran_Science_Facility -1; Terran_Machine_Shop 393; Terran_Armory 220; Terran_Starport 213; Terran_Opening two_facto; Terran_Academy 809; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower 564; Terran_Comsat_Station 614; Terran_Barracks 106; Terran_Expansion 289; Terran_Refinery 104; Terran_Barracks2 164; Terran_Missile_Turret 402; Terran_Supply_Depot 72; Terran_Engineering_Bay 320; Terran_Science_Facility 567; Terran_Machine_Shop 235; Terran_Armory 215; Terran_Starport 516; Terran_Opening rax_fe; Terran_Academy 522; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower 391; Terran_Comsat_Station 407; Terran_Barracks 92; Terran_Expansion 288; Terran_Refinery 109; Terran_Barracks2 292; Terran_Missile_Turret 424; Terran_Supply_Depot 60; Terran_Engineering_Bay 376; Terran_Science_Facility 570; Terran_Machine_Shop 224; Terran_Armory 296; Terran_Starport 340; Terran_Opening rax_fe; Terran_Academy 348; Terran_Bunker 201; Terran_Factory 171; 
Terran_Control_Tower 916; Terran_Comsat_Station -1; Terran_Barracks 101; Terran_Expansion 671; Terran_Refinery 107; Terran_Barracks2 174; Terran_Missile_Turret 588; Terran_Supply_Depot 62; Terran_Engineering_Bay 482; Terran_Science_Facility -1; Terran_Machine_Shop 215; Terran_Armory 315; Terran_Starport 755; Terran_Opening bio; Terran_Academy -1; Terran_Bunker 329; Terran_Factory 160; 
Terran_Control_Tower 301; Terran_Comsat_Station 466; Terran_Barracks 98; Terran_Expansion 649; Terran_Refinery 113; Terran_Barracks2 290; Terran_Missile_Turret 474; Terran_Supply_Depot 62; Terran_Engineering_Bay 429; Terran_Science_Facility -1; Terran_Machine_Shop 484; Terran_Armory 245; Terran_Starport 251; Terran_Opening two_facto; Terran_Academy 381; Terran_Bunker -1; Terran_Factory 187; 
Terran_Control_Tower 739; Terran_Comsat_Station 490; Terran_Barracks 92; Terran_Expansion 246; Terran_Refinery 103; Terran_Barracks2 506; Terran_Missile_Turret 537; Terran_Supply_Depot 62; Terran_Engineering_Bay 422; Terran_Science_Facility 790; Terran_Machine_Shop 233; Terran_Armory 361; Terran_Starport 582; Terran_Opening rax_fe; Terran_Academy 395; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower 402; Terran_Comsat_Station 799; Terran_Barracks 84; Terran_Expansion 345; Terran_Refinery 109; Terran_Barracks2 -1; Terran_Missile_Turret 785; Terran_Supply_Depot 60; Terran_Engineering_Bay 311; Terran_Science_Facility 0; Terran_Machine_Shop 217; Terran_Armory 746; Terran_Starport 354; Terran_Opening rax_fe; Terran_Academy 734; Terran_Bunker -1; Terran_Factory 164; 
Terran_Control_Tower 415; Terran_Comsat_Station 643; Terran_Barracks 103; Terran_Expansion 269; Terran_Refinery 110; Terran_Barracks2 253; Terran_Missile_Turret 426; Terran_Supply_Depot 56; Terran_Engineering_Bay 370; Terran_Science_Facility 560; Terran_Machine_Shop 229; Terran_Armory 580; Terran_Starport 353; Terran_Opening rax_fe; Terran_Academy 573; Terran_Bunker -1; Terran_Factory 171; 
Terran_Control_Tower 693; Terran_Comsat_Station 523; Terran_Barracks 90; Terran_Expansion 271; Terran_Refinery 103; Terran_Barracks2 144; Terran_Missile_Turret 356; Terran_Supply_Depot 60; Terran_Engineering_Bay 290; Terran_Science_Facility 744; Terran_Machine_Shop 246; Terran_Armory 224; Terran_Starport 579; Terran_Opening unknown; Terran_Academy 451; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower 283; Terran_Comsat_Station 458; Terran_Barracks 107; Terran_Expansion 359; Terran_Refinery 82; Terran_Barracks2 224; Terran_Missile_Turret 446; Terran_Supply_Depot 63; Terran_Engineering_Bay 385; Terran_Science_Facility 522; Terran_Machine_Shop 227; Terran_Armory 228; Terran_Starport 235; Terran_Opening rax_fe; Terran_Academy 392; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower 536; Terran_Comsat_Station -1; Terran_Barracks 85; Terran_Expansion 617; Terran_Refinery 106; Terran_Barracks2 218; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay 437; Terran_Science_Facility -1; Terran_Machine_Shop 298; Terran_Armory 265; Terran_Starport 458; Terran_Opening two_facto; Terran_Academy 763; Terran_Bunker -1; Terran_Factory 166; 
Terran_Control_Tower 387; Terran_Comsat_Station -1; Terran_Barracks 107; Terran_Expansion 610; Terran_Refinery 76; Terran_Barracks2 277; Terran_Missile_Turret 910; Terran_Supply_Depot 56; Terran_Engineering_Bay 792; Terran_Science_Facility -1; Terran_Machine_Shop 253; Terran_Armory 224; Terran_Starport 323; Terran_Opening two_facto; Terran_Academy 366; Terran_Bunker 201; Terran_Factory 167; 
Terran_Control_Tower 261; Terran_Comsat_Station 629; Terran_Barracks 86; Terran_Expansion 535; Terran_Refinery 98; Terran_Barracks2 157; Terran_Missile_Turret 446; Terran_Supply_Depot 66; Terran_Engineering_Bay 363; Terran_Science_Facility -1; Terran_Machine_Shop 246; Terran_Armory 426; Terran_Starport 204; Terran_Opening bio; Terran_Academy 552; Terran_Bunker -1; Terran_Factory 150; 
Terran_Control_Tower 288; Terran_Comsat_Station 485; Terran_Barracks 89; Terran_Expansion 534; Terran_Refinery 101; Terran_Barracks2 -1; Terran_Missile_Turret 337; Terran_Supply_Depot 58; Terran_Engineering_Bay 296; Terran_Science_Facility -1; Terran_Machine_Shop 266; Terran_Armory 236; Terran_Starport 212; Terran_Opening rax_fe; Terran_Academy 432; Terran_Bunker -1; Terran_Factory 151; 
Terran_Control_Tower 370; Terran_Comsat_Station 523; Terran_Barracks 90; Terran_Expansion 390; Terran_Refinery 103; Terran_Barracks2 183; Terran_Missile_Turret 528; Terran_Supply_Depot 59; Terran_Engineering_Bay 480; Terran_Science_Facility -1; Terran_Machine_Shop 366; Terran_Armory 794; Terran_Starport 220; Terran_Opening unknown; Terran_Academy 466; Terran_Bunker 153; Terran_Factory 165; 
Terran_Control_Tower 288; Terran_Comsat_Station 485; Terran_Barracks 89; Terran_Expansion 534; Terran_Refinery 101; Terran_Barracks2 -1; Terran_Missile_Turret 337; Terran_Supply_Depot 58; Terran_Engineering_Bay 296; Terran_Science_Facility -1; Terran_Machine_Shop 266; Terran_Armory 236; Terran_Starport 212; Terran_Opening rax_fe; Terran_Academy 432; Terran_Bunker -1; Terran_Factory 151; 
Terran_Control_Tower 370; Terran_Comsat_Station 523; Terran_Barracks 90; Terran_Expansion 390; Terran_Refinery 103; Terran_Barracks2 183; Terran_Missile_Turret 528; Terran_Supply_Depot 59; Terran_Engineering_Bay 480; Terran_Science_Facility -1; Terran_Machine_Shop 366; Terran_Armory 794; Terran_Starport 220; Terran_Opening unknown; Terran_Academy 466; Terran_Bunker 153; Terran_Factory 165; 
Terran_Control_Tower 313; Terran_Comsat_Station 511; Terran_Barracks 86; Terran_Expansion 238; Terran_Refinery 105; Terran_Barracks2 318; Terran_Missile_Turret 550; Terran_Supply_Depot 54; Terran_Engineering_Bay 486; Terran_Science_Facility 774; Terran_Machine_Shop 624; Terran_Armory 466; Terran_Starport 257; Terran_Opening rax_fe; Terran_Academy 454; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 380; Terran_Comsat_Station 521; Terran_Barracks 91; Terran_Expansion 232; Terran_Refinery 106; Terran_Barracks2 602; Terran_Missile_Turret 315; Terran_Supply_Depot 60; Terran_Engineering_Bay 249; Terran_Science_Facility 863; Terran_Machine_Shop 236; Terran_Armory 549; Terran_Starport 329; Terran_Opening rax_fe; Terran_Academy 432; Terran_Bunker -1; Terran_Factory 176; 
Terran_Control_Tower 255; Terran_Comsat_Station 387; Terran_Barracks 88; Terran_Expansion 416; Terran_Refinery 105; Terran_Barracks2 213; Terran_Missile_Turret 628; Terran_Supply_Depot 54; Terran_Engineering_Bay 583; Terran_Science_Facility -1; Terran_Machine_Shop 283; Terran_Armory 491; Terran_Starport 208; Terran_Opening unknown; Terran_Academy 323; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 358; Terran_Comsat_Station 488; Terran_Barracks 91; Terran_Expansion 238; Terran_Refinery 108; Terran_Barracks2 315; Terran_Missile_Turret 253; Terran_Supply_Depot 60; Terran_Engineering_Bay 188; Terran_Science_Facility 744; Terran_Machine_Shop 225; Terran_Armory 486; Terran_Starport 305; Terran_Opening rax_fe; Terran_Academy 421; Terran_Bunker -1; Terran_Factory 171; 
Terran_Control_Tower 526; Terran_Comsat_Station 537; Terran_Barracks 87; Terran_Expansion 509; Terran_Refinery 104; Terran_Barracks2 237; Terran_Missile_Turret 367; Terran_Supply_Depot 53; Terran_Engineering_Bay 310; Terran_Science_Facility -1; Terran_Machine_Shop 218; Terran_Armory 236; Terran_Starport 427; Terran_Opening two_facto; Terran_Academy 479; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower 534; Terran_Comsat_Station 555; Terran_Barracks 91; Terran_Expansion 223; Terran_Refinery 107; Terran_Barracks2 358; Terran_Missile_Turret 286; Terran_Supply_Depot 60; Terran_Engineering_Bay 243; Terran_Science_Facility -1; Terran_Machine_Shop 230; Terran_Armory 589; Terran_Starport 479; Terran_Opening rax_fe; Terran_Academy 498; Terran_Bunker -1; Terran_Factory 176; 
Terran_Control_Tower 254; Terran_Comsat_Station 476; Terran_Barracks 92; Terran_Expansion 375; Terran_Refinery 100; Terran_Barracks2 320; Terran_Missile_Turret 815; Terran_Supply_Depot 60; Terran_Engineering_Bay 768; Terran_Science_Facility 1060; Terran_Machine_Shop 282; Terran_Armory 665; Terran_Starport 205; Terran_Opening rax_fe; Terran_Academy 390; Terran_Bunker -1; Terran_Factory 150; 
Terran_Control_Tower 422; Terran_Comsat_Station 466; Terran_Barracks 99; Terran_Expansion 253; Terran_Refinery 106; Terran_Barracks2 161; Terran_Missile_Turret 307; Terran_Supply_Depot 60; Terran_Engineering_Bay 266; Terran_Science_Facility 626; Terran_Machine_Shop 212; Terran_Armory 391; Terran_Starport 368; Terran_Opening unknown; Terran_Academy 401; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower 496; Terran_Comsat_Station 552; Terran_Barracks 91; Terran_Expansion 236; Terran_Refinery 101; Terran_Barracks2 382; Terran_Missile_Turret 344; Terran_Supply_Depot 60; Terran_Engineering_Bay 302; Terran_Science_Facility 747; Terran_Machine_Shop 210; Terran_Armory 279; Terran_Starport 447; Terran_Opening rax_fe; Terran_Academy 495; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 462; Terran_Comsat_Station 491; Terran_Barracks 101; Terran_Expansion 378; Terran_Refinery 106; Terran_Barracks2 0; Terran_Missile_Turret 520; Terran_Supply_Depot 60; Terran_Engineering_Bay 480; Terran_Science_Facility 647; Terran_Machine_Shop 209; Terran_Armory 427; Terran_Starport 406; Terran_Opening two_facto; Terran_Academy 426; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 376; Terran_Comsat_Station 585; Terran_Barracks 91; Terran_Expansion 591; Terran_Refinery 104; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 626; Terran_Armory 248; Terran_Starport 221; Terran_Opening two_facto; Terran_Academy 441; Terran_Bunker -1; Terran_Factory 154; 
