Terran_Control_Tower 410; Terran_Comsat_Station 223; Terran_Barracks 114; Terran_Expansion 566; Terran_Refinery 86; Terran_Barracks2 230; Terran_Missile_Turret 333; Terran_Supply_Depot 61; Terran_Engineering_Bay 136; Terran_Science_Facility 386; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 329; Terran_Opening unknown; Terran_Academy 167; Terran_Bunker 0; Terran_Factory 267; 
Terran_Control_Tower 408; Terran_Comsat_Station 272; Terran_Barracks 86; Terran_Expansion -1; Terran_Refinery 192; Terran_Barracks2 115; Terran_Missile_Turret 483; Terran_Supply_Depot 57; Terran_Engineering_Bay 439; Terran_Science_Facility 409; Terran_Machine_Shop 457; Terran_Armory -1; Terran_Starport 361; Terran_Opening drop; Terran_Academy 218; Terran_Bunker -1; Terran_Factory 307; 
Terran_Control_Tower 595; Terran_Comsat_Station 281; Terran_Barracks 82; Terran_Expansion 204; Terran_Refinery 229; Terran_Barracks2 117; Terran_Missile_Turret 631; Terran_Supply_Depot 59; Terran_Engineering_Bay 586; Terran_Science_Facility 605; Terran_Machine_Shop 369; Terran_Armory 354; Terran_Starport 525; Terran_Opening rax_fe; Terran_Academy 222; Terran_Bunker 418; Terran_Factory 297; 
Terran_Control_Tower 502; Terran_Comsat_Station 266; Terran_Barracks 85; Terran_Expansion 191; Terran_Refinery 215; Terran_Barracks2 121; Terran_Missile_Turret 553; Terran_Supply_Depot 59; Terran_Engineering_Bay 482; Terran_Science_Facility 506; Terran_Machine_Shop 362; Terran_Armory 366; Terran_Starport 445; Terran_Opening rax_fe; Terran_Academy 207; Terran_Bunker 430; Terran_Factory 304; 
Terran_Control_Tower 557; Terran_Comsat_Station 278; Terran_Barracks 93; Terran_Expansion 277; Terran_Refinery 194; Terran_Barracks2 116; Terran_Missile_Turret 409; Terran_Supply_Depot 61; Terran_Engineering_Bay 345; Terran_Science_Facility 595; Terran_Machine_Shop 508; Terran_Armory -1; Terran_Starport 507; Terran_Opening two_facto; Terran_Academy 222; Terran_Bunker 431; Terran_Factory 452; 
Terran_Control_Tower 320; Terran_Comsat_Station 309; Terran_Barracks 108; Terran_Expansion 699; Terran_Refinery 78; Terran_Barracks2 235; Terran_Missile_Turret 360; Terran_Supply_Depot 59; Terran_Engineering_Bay 160; Terran_Science_Facility 319; Terran_Machine_Shop 418; Terran_Armory -1; Terran_Starport 272; Terran_Opening bio; Terran_Academy 254; Terran_Bunker 358; Terran_Factory 207; 
Terran_Control_Tower 544; Terran_Comsat_Station 302; Terran_Barracks 89; Terran_Expansion 196; Terran_Refinery 226; Terran_Barracks2 116; Terran_Missile_Turret 525; Terran_Supply_Depot 56; Terran_Engineering_Bay 433; Terran_Science_Facility 556; Terran_Machine_Shop 403; Terran_Armory -1; Terran_Starport 477; Terran_Opening rax_fe; Terran_Academy 241; Terran_Bunker 562; Terran_Factory 343; 
Terran_Control_Tower 347; Terran_Comsat_Station 283; Terran_Barracks 86; Terran_Expansion 459; Terran_Refinery 177; Terran_Barracks2 121; Terran_Missile_Turret 585; Terran_Supply_Depot 60; Terran_Engineering_Bay 514; Terran_Science_Facility 503; Terran_Machine_Shop 377; Terran_Armory 1079; Terran_Starport 296; Terran_Opening drop; Terran_Academy 214; Terran_Bunker 165; Terran_Factory 240; 
Terran_Control_Tower 405; Terran_Comsat_Station 330; Terran_Barracks 157; Terran_Expansion 133; Terran_Refinery 226; Terran_Barracks2 191; Terran_Missile_Turret -1; Terran_Supply_Depot 62; Terran_Engineering_Bay 345; Terran_Science_Facility 403; Terran_Machine_Shop 368; Terran_Armory -1; Terran_Starport 347; Terran_Opening rax_fe; Terran_Academy 274; Terran_Bunker 410; Terran_Factory 288; 
Terran_Control_Tower 488; Terran_Comsat_Station 301; Terran_Barracks 94; Terran_Expansion 472; Terran_Refinery 159; Terran_Barracks2 120; Terran_Missile_Turret 381; Terran_Supply_Depot 59; Terran_Engineering_Bay 335; Terran_Science_Facility 499; Terran_Machine_Shop 276; Terran_Armory -1; Terran_Starport 402; Terran_Opening two_facto; Terran_Academy 248; Terran_Bunker 438; Terran_Factory 223; 
Terran_Control_Tower 529; Terran_Comsat_Station 323; Terran_Barracks 95; Terran_Expansion -1; Terran_Refinery 134; Terran_Barracks2 141; Terran_Missile_Turret 490; Terran_Supply_Depot 60; Terran_Engineering_Bay 188; Terran_Science_Facility 528; Terran_Machine_Shop 481; Terran_Armory -1; Terran_Starport 482; Terran_Opening bio; Terran_Academy 265; Terran_Bunker 488; Terran_Factory 423; 
Terran_Control_Tower 438; Terran_Comsat_Station 307; Terran_Barracks 67; Terran_Expansion 535; Terran_Refinery 206; Terran_Barracks2 113; Terran_Missile_Turret 420; Terran_Supply_Depot 79; Terran_Engineering_Bay 375; Terran_Science_Facility 443; Terran_Machine_Shop 539; Terran_Armory -1; Terran_Starport 367; Terran_Opening bio; Terran_Academy 250; Terran_Bunker 190; Terran_Factory 315; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 384; Terran_Barracks 89; Terran_Expansion 195; Terran_Refinery 276; Terran_Barracks2 124; Terran_Missile_Turret 413; Terran_Supply_Depot 57; Terran_Engineering_Bay 373; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 313; Terran_Bunker 246; Terran_Factory 589; 
Terran_Control_Tower -1; Terran_Comsat_Station 514; Terran_Barracks 90; Terran_Expansion -1; Terran_Refinery 256; Terran_Barracks2 119; Terran_Missile_Turret 375; Terran_Supply_Depot 54; Terran_Engineering_Bay 332; Terran_Science_Facility -1; Terran_Machine_Shop 373; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 378; Terran_Bunker 297; Terran_Factory 314; 
Terran_Control_Tower 580; Terran_Comsat_Station 416; Terran_Barracks 80; Terran_Expansion 175; Terran_Refinery 197; Terran_Barracks2 245; Terran_Missile_Turret 372; Terran_Supply_Depot 55; Terran_Engineering_Bay 331; Terran_Science_Facility 581; Terran_Machine_Shop 497; Terran_Armory -1; Terran_Starport 514; Terran_Opening rax_fe; Terran_Academy 223; Terran_Bunker 274; Terran_Factory 435; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 87; Terran_Expansion 228; Terran_Refinery -1; Terran_Barracks2 279; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 684; Terran_Comsat_Station 381; Terran_Barracks 87; Terran_Expansion 230; Terran_Refinery 266; Terran_Barracks2 282; Terran_Missile_Turret 372; Terran_Supply_Depot 57; Terran_Engineering_Bay 333; Terran_Science_Facility 684; Terran_Machine_Shop 618; Terran_Armory -1; Terran_Starport 620; Terran_Opening rax_fe; Terran_Academy 327; Terran_Bunker 234; Terran_Factory 563; 
Terran_Control_Tower 933; Terran_Comsat_Station 337; Terran_Barracks 85; Terran_Expansion 216; Terran_Refinery 258; Terran_Barracks2 340; Terran_Missile_Turret 446; Terran_Supply_Depot 55; Terran_Engineering_Bay 126; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory 891; Terran_Starport 872; Terran_Opening rax_fe; Terran_Academy 267; Terran_Bunker 159; Terran_Factory 743; 
Terran_Control_Tower 670; Terran_Comsat_Station 261; Terran_Barracks 83; Terran_Expansion 143; Terran_Refinery 172; Terran_Barracks2 246; Terran_Missile_Turret 399; Terran_Supply_Depot 54; Terran_Engineering_Bay 356; Terran_Science_Facility 669; Terran_Machine_Shop 630; Terran_Armory -1; Terran_Starport 616; Terran_Opening rax_fe; Terran_Academy 192; Terran_Bunker 259; Terran_Factory 542; 
Terran_Control_Tower 423; Terran_Comsat_Station 278; Terran_Barracks 88; Terran_Expansion 151; Terran_Refinery 173; Terran_Barracks2 191; Terran_Missile_Turret 381; Terran_Supply_Depot 59; Terran_Engineering_Bay 202; Terran_Science_Facility 424; Terran_Machine_Shop 497; Terran_Armory -1; Terran_Starport 373; Terran_Opening rax_fe; Terran_Academy 211; Terran_Bunker 994; Terran_Factory 321; 
Terran_Control_Tower 465; Terran_Comsat_Station 305; Terran_Barracks 88; Terran_Expansion 166; Terran_Refinery 179; Terran_Barracks2 319; Terran_Missile_Turret 442; Terran_Supply_Depot 57; Terran_Engineering_Bay 192; Terran_Science_Facility 467; Terran_Machine_Shop 405; Terran_Armory -1; Terran_Starport 412; Terran_Opening rax_fe; Terran_Academy 233; Terran_Bunker 204; Terran_Factory 347; 
Terran_Control_Tower 399; Terran_Comsat_Station 249; Terran_Barracks 86; Terran_Expansion 440; Terran_Refinery 167; Terran_Barracks2 159; Terran_Missile_Turret 362; Terran_Supply_Depot 55; Terran_Engineering_Bay 320; Terran_Science_Facility 378; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 330; Terran_Opening bio; Terran_Academy 195; Terran_Bunker 896; Terran_Factory 271; 
Terran_Control_Tower 501; Terran_Comsat_Station 302; Terran_Barracks 85; Terran_Expansion 175; Terran_Refinery 189; Terran_Barracks2 309; Terran_Missile_Turret 413; Terran_Supply_Depot 55; Terran_Engineering_Bay 228; Terran_Science_Facility 500; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 438; Terran_Opening rax_fe; Terran_Academy 241; Terran_Bunker 1037; Terran_Factory 374; 
Terran_Control_Tower -1; Terran_Comsat_Station 307; Terran_Barracks 86; Terran_Expansion 168; Terran_Refinery 195; Terran_Barracks2 301; Terran_Missile_Turret 418; Terran_Supply_Depot 58; Terran_Engineering_Bay 235; Terran_Science_Facility 497; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 442; Terran_Opening rax_fe; Terran_Academy 248; Terran_Bunker 208; Terran_Factory 352; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 499; Terran_Comsat_Station 328; Terran_Barracks 88; Terran_Expansion 177; Terran_Refinery 188; Terran_Barracks2 308; Terran_Missile_Turret 337; Terran_Supply_Depot 59; Terran_Engineering_Bay 236; Terran_Science_Facility 501; Terran_Machine_Shop 461; Terran_Armory -1; Terran_Starport 451; Terran_Opening rax_fe; Terran_Academy 274; Terran_Bunker 202; Terran_Factory 397; 
Terran_Control_Tower 371; Terran_Comsat_Station 453; Terran_Barracks 119; Terran_Expansion 463; Terran_Refinery 129; Terran_Barracks2 197; Terran_Missile_Turret 881; Terran_Supply_Depot 62; Terran_Engineering_Bay 96; Terran_Science_Facility 550; Terran_Machine_Shop 530; Terran_Armory -1; Terran_Starport 245; Terran_Opening bio; Terran_Academy 392; Terran_Bunker 438; Terran_Factory 193; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 63; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 77; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 800; Terran_Comsat_Station 297; Terran_Barracks 93; Terran_Expansion 471; Terran_Refinery 166; Terran_Barracks2 131; Terran_Missile_Turret 501; Terran_Supply_Depot 62; Terran_Engineering_Bay 197; Terran_Science_Facility 783; Terran_Machine_Shop 539; Terran_Armory -1; Terran_Starport 676; Terran_Opening ; Terran_Academy 230; Terran_Bunker 538; Terran_Factory 468; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 479; Terran_Comsat_Station 318; Terran_Barracks 81; Terran_Expansion 157; Terran_Refinery 179; Terran_Barracks2 270; Terran_Missile_Turret 416; Terran_Supply_Depot 56; Terran_Engineering_Bay 293; Terran_Science_Facility 478; Terran_Machine_Shop 426; Terran_Armory -1; Terran_Starport 428; Terran_Opening rax_fe; Terran_Academy 256; Terran_Bunker 202; Terran_Factory 369; 
Terran_Control_Tower 456; Terran_Comsat_Station 377; Terran_Barracks 86; Terran_Expansion 658; Terran_Refinery 101; Terran_Barracks2 234; Terran_Missile_Turret 433; Terran_Supply_Depot 57; Terran_Engineering_Bay 379; Terran_Science_Facility 459; Terran_Machine_Shop 552; Terran_Armory -1; Terran_Starport 393; Terran_Opening bio; Terran_Academy 246; Terran_Bunker 781; Terran_Factory 168; 
Terran_Control_Tower -1; Terran_Comsat_Station 401; Terran_Barracks 87; Terran_Expansion 170; Terran_Refinery 276; Terran_Barracks2 189; Terran_Missile_Turret 420; Terran_Supply_Depot 55; Terran_Engineering_Bay 308; Terran_Science_Facility -1; Terran_Machine_Shop 442; Terran_Armory -1; Terran_Starport 443; Terran_Opening rax_fe; Terran_Academy 277; Terran_Bunker 469; Terran_Factory 379; 
Terran_Control_Tower 677; Terran_Comsat_Station 332; Terran_Barracks 57; Terran_Expansion 201; Terran_Refinery 255; Terran_Barracks2 251; Terran_Missile_Turret 394; Terran_Supply_Depot 78; Terran_Engineering_Bay 303; Terran_Science_Facility 673; Terran_Machine_Shop 622; Terran_Armory -1; Terran_Starport 624; Terran_Opening rax_fe; Terran_Academy 270; Terran_Bunker 224; Terran_Factory 562; 
Terran_Control_Tower -1; Terran_Comsat_Station 305; Terran_Barracks 138; Terran_Expansion 122; Terran_Refinery 216; Terran_Barracks2 166; Terran_Missile_Turret 405; Terran_Supply_Depot 54; Terran_Engineering_Bay 302; Terran_Science_Facility -1; Terran_Machine_Shop 518; Terran_Armory -1; Terran_Starport 521; Terran_Opening rax_fe; Terran_Academy 233; Terran_Bunker 190; Terran_Factory 456; 
Terran_Control_Tower 545; Terran_Comsat_Station 360; Terran_Barracks 141; Terran_Expansion 119; Terran_Refinery 229; Terran_Barracks2 159; Terran_Missile_Turret 412; Terran_Supply_Depot 57; Terran_Engineering_Bay 247; Terran_Science_Facility 546; Terran_Machine_Shop 580; Terran_Armory -1; Terran_Starport 464; Terran_Opening rax_fe; Terran_Academy 279; Terran_Bunker 197; Terran_Factory 401; 
Terran_Control_Tower -1; Terran_Comsat_Station 308; Terran_Barracks 87; Terran_Expansion 167; Terran_Refinery 187; Terran_Barracks2 265; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay 285; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 221; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 297; Terran_Barracks 85; Terran_Expansion 154; Terran_Refinery 185; Terran_Barracks2 260; Terran_Missile_Turret 393; Terran_Supply_Depot 55; Terran_Engineering_Bay 296; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 220; Terran_Bunker 201; Terran_Factory 352; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 85; Terran_Expansion 155; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy -1; Terran_Bunker 196; Terran_Factory -1; 
Terran_Control_Tower 574; Terran_Comsat_Station 311; Terran_Barracks 80; Terran_Expansion 162; Terran_Refinery 195; Terran_Barracks2 265; Terran_Missile_Turret 399; Terran_Supply_Depot 55; Terran_Engineering_Bay 294; Terran_Science_Facility 573; Terran_Machine_Shop 491; Terran_Armory -1; Terran_Starport 504; Terran_Opening rax_fe; Terran_Academy 232; Terran_Bunker 209; Terran_Factory 395; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 81; Terran_Expansion 310; Terran_Refinery -1; Terran_Barracks2 112; Terran_Missile_Turret -1; Terran_Supply_Depot 55; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 648; Terran_Comsat_Station 390; Terran_Barracks 81; Terran_Expansion 267; Terran_Refinery 283; Terran_Barracks2 115; Terran_Missile_Turret 449; Terran_Supply_Depot 56; Terran_Engineering_Bay 405; Terran_Science_Facility 649; Terran_Machine_Shop 597; Terran_Armory 0; Terran_Starport 598; Terran_Opening two_facto; Terran_Academy 305; Terran_Bunker 408; Terran_Factory 533; 
Terran_Control_Tower 570; Terran_Comsat_Station 315; Terran_Barracks 81; Terran_Expansion 232; Terran_Refinery 236; Terran_Barracks2 112; Terran_Missile_Turret 412; Terran_Supply_Depot 55; Terran_Engineering_Bay 335; Terran_Science_Facility 605; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 512; Terran_Opening rax_fe; Terran_Academy 247; Terran_Bunker 568; Terran_Factory 454; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 81; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 112; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 580; Terran_Comsat_Station 322; Terran_Barracks 80; Terran_Expansion 228; Terran_Refinery 240; Terran_Barracks2 110; Terran_Missile_Turret 414; Terran_Supply_Depot 54; Terran_Engineering_Bay 360; Terran_Science_Facility 778; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 531; Terran_Opening rax_fe; Terran_Academy 259; Terran_Bunker 988; Terran_Factory 473; 
Terran_Control_Tower 587; Terran_Comsat_Station 239; Terran_Barracks 83; Terran_Expansion 292; Terran_Refinery 159; Terran_Barracks2 201; Terran_Missile_Turret 368; Terran_Supply_Depot 57; Terran_Engineering_Bay 329; Terran_Science_Facility 631; Terran_Machine_Shop -1; Terran_Armory 0; Terran_Starport 539; Terran_Opening bio; Terran_Academy 162; Terran_Bunker -1; Terran_Factory 483; 
Terran_Control_Tower 563; Terran_Comsat_Station 286; Terran_Barracks 91; Terran_Expansion 186; Terran_Refinery 221; Terran_Barracks2 279; Terran_Missile_Turret 368; Terran_Supply_Depot 61; Terran_Engineering_Bay 300; Terran_Science_Facility 565; Terran_Machine_Shop 497; Terran_Armory -1; Terran_Starport 498; Terran_Opening rax_fe; Terran_Academy 220; Terran_Bunker 206; Terran_Factory 441; 
Terran_Control_Tower 549; Terran_Comsat_Station 313; Terran_Barracks 87; Terran_Expansion 162; Terran_Refinery 200; Terran_Barracks2 252; Terran_Missile_Turret 358; Terran_Supply_Depot 55; Terran_Engineering_Bay 296; Terran_Science_Facility 549; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 493; Terran_Opening rax_fe; Terran_Academy 216; Terran_Bunker 284; Terran_Factory 432; 
Terran_Control_Tower 676; Terran_Comsat_Station 303; Terran_Barracks 90; Terran_Expansion 200; Terran_Refinery 240; Terran_Barracks2 108; Terran_Missile_Turret 362; Terran_Supply_Depot 59; Terran_Engineering_Bay 317; Terran_Science_Facility 678; Terran_Machine_Shop 676; Terran_Armory -1; Terran_Starport 584; Terran_Opening rax_fe; Terran_Academy 243; Terran_Bunker 287; Terran_Factory 501; 
