Terran_Control_Tower 254; Terran_Comsat_Station 287; Terran_Barracks 87; Terran_Expansion 339; Terran_Refinery 102; Terran_Barracks2 639; Terran_Missile_Turret 461; Terran_Supply_Depot 57; Terran_Engineering_Bay 413; Terran_Science_Facility -1; Terran_Machine_Shop 320; Terran_Armory 214; Terran_Starport 207; Terran_Opening unknown; Terran_Academy 233; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station 403; Terran_Barracks 135; Terran_Expansion 129; Terran_Refinery 151; Terran_Barracks2 567; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay 569; Terran_Science_Facility -1; Terran_Machine_Shop 287; Terran_Armory 291; Terran_Starport 657; Terran_Opening two_facto; Terran_Academy 339; Terran_Bunker 188; Terran_Factory 205; 
Terran_Control_Tower 320; Terran_Comsat_Station 619; Terran_Barracks 99; Terran_Expansion 296; Terran_Refinery 102; Terran_Barracks2 305; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay 505; Terran_Science_Facility -1; Terran_Machine_Shop 307; Terran_Armory 482; Terran_Starport 224; Terran_Opening air; Terran_Academy 483; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 734; Terran_Comsat_Station 553; Terran_Barracks 87; Terran_Expansion 329; Terran_Refinery 102; Terran_Barracks2 559; Terran_Missile_Turret 518; Terran_Supply_Depot 55; Terran_Engineering_Bay 475; Terran_Science_Facility 1042; Terran_Machine_Shop 354; Terran_Armory 384; Terran_Starport 675; Terran_Opening ; Terran_Academy 489; Terran_Bunker -1; Terran_Factory 252; 
Terran_Control_Tower 439; Terran_Comsat_Station 695; Terran_Barracks 64; Terran_Expansion 308; Terran_Refinery 171; Terran_Barracks2 517; Terran_Missile_Turret 991; Terran_Supply_Depot 82; Terran_Engineering_Bay 922; Terran_Science_Facility 0; Terran_Machine_Shop 532; Terran_Armory 592; Terran_Starport 346; Terran_Opening vultures; Terran_Academy 621; Terran_Bunker 183; Terran_Factory 237; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 96; Terran_Expansion 342; Terran_Refinery 99; Terran_Barracks2 674; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 752; Terran_Armory 486; Terran_Starport 673; Terran_Opening ; Terran_Academy -1; Terran_Bunker 158; Terran_Factory 175; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 64; Terran_Expansion 472; Terran_Refinery 275; Terran_Barracks2 446; Terran_Missile_Turret -1; Terran_Supply_Depot 94; Terran_Engineering_Bay 372; Terran_Science_Facility -1; Terran_Machine_Shop 663; Terran_Armory 620; Terran_Starport -1; Terran_Opening ; Terran_Academy 904; Terran_Bunker 188; Terran_Factory 434; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 96; Terran_Expansion 342; Terran_Refinery 99; Terran_Barracks2 674; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 752; Terran_Armory 486; Terran_Starport 673; Terran_Opening ; Terran_Academy -1; Terran_Bunker 158; Terran_Factory 175; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 64; Terran_Expansion 472; Terran_Refinery 275; Terran_Barracks2 446; Terran_Missile_Turret -1; Terran_Supply_Depot 94; Terran_Engineering_Bay 372; Terran_Science_Facility -1; Terran_Machine_Shop 663; Terran_Armory 620; Terran_Starport -1; Terran_Opening ; Terran_Academy 904; Terran_Bunker 188; Terran_Factory 434; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 47; Terran_Expansion -1; Terran_Refinery 125; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 81; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 255; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 198; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 100; Terran_Expansion -1; Terran_Refinery 99; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 176; 
Terran_Control_Tower 385; Terran_Comsat_Station 476; Terran_Barracks 85; Terran_Expansion 236; Terran_Refinery 104; Terran_Barracks2 361; Terran_Missile_Turret 714; Terran_Supply_Depot 58; Terran_Engineering_Bay 646; Terran_Science_Facility 0; Terran_Machine_Shop 240; Terran_Armory 269; Terran_Starport 324; Terran_Opening vultures; Terran_Academy 286; Terran_Bunker -1; Terran_Factory 164; 
Terran_Control_Tower 719; Terran_Comsat_Station 833; Terran_Barracks 97; Terran_Expansion 286; Terran_Refinery 99; Terran_Barracks2 -1; Terran_Missile_Turret 706; Terran_Supply_Depot 56; Terran_Engineering_Bay 645; Terran_Science_Facility 970; Terran_Machine_Shop 227; Terran_Armory 217; Terran_Starport 638; Terran_Opening two_facto; Terran_Academy 488; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower 364; Terran_Comsat_Station 562; Terran_Barracks 93; Terran_Expansion 355; Terran_Refinery 102; Terran_Barracks2 766; Terran_Missile_Turret 672; Terran_Supply_Depot 59; Terran_Engineering_Bay 624; Terran_Science_Facility 754; Terran_Machine_Shop 375; Terran_Armory 551; Terran_Starport 278; Terran_Opening ; Terran_Academy 501; Terran_Bunker 150; Terran_Factory 222; 
Terran_Control_Tower 522; Terran_Comsat_Station 574; Terran_Barracks 78; Terran_Expansion 288; Terran_Refinery 187; Terran_Barracks2 424; Terran_Missile_Turret 369; Terran_Supply_Depot 107; Terran_Engineering_Bay 322; Terran_Science_Facility 657; Terran_Machine_Shop 300; Terran_Armory 301; Terran_Starport 469; Terran_Opening ; Terran_Academy 484; Terran_Bunker -1; Terran_Factory 247; 
Terran_Control_Tower 309; Terran_Comsat_Station 341; Terran_Barracks 98; Terran_Expansion 388; Terran_Refinery 102; Terran_Barracks2 355; Terran_Missile_Turret 345; Terran_Supply_Depot 56; Terran_Engineering_Bay 303; Terran_Science_Facility 0; Terran_Machine_Shop 209; Terran_Armory 553; Terran_Starport 214; Terran_Opening air; Terran_Academy 281; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower 248; Terran_Comsat_Station 418; Terran_Barracks 87; Terran_Expansion 328; Terran_Refinery 98; Terran_Barracks2 323; Terran_Missile_Turret 508; Terran_Supply_Depot 58; Terran_Engineering_Bay 425; Terran_Science_Facility 915; Terran_Machine_Shop 219; Terran_Armory 673; Terran_Starport 202; Terran_Opening air; Terran_Academy 359; Terran_Bunker -1; Terran_Factory 147; 
Terran_Control_Tower 403; Terran_Comsat_Station 505; Terran_Barracks 99; Terran_Expansion 242; Terran_Refinery 98; Terran_Barracks2 601; Terran_Missile_Turret 624; Terran_Supply_Depot 55; Terran_Engineering_Bay 579; Terran_Science_Facility 697; Terran_Machine_Shop 247; Terran_Armory 301; Terran_Starport 332; Terran_Opening ; Terran_Academy 370; Terran_Bunker -1; Terran_Factory 151; 
Terran_Control_Tower 513; Terran_Comsat_Station 566; Terran_Barracks 85; Terran_Expansion 445; Terran_Refinery 96; Terran_Barracks2 341; Terran_Missile_Turret 553; Terran_Supply_Depot 56; Terran_Engineering_Bay 512; Terran_Science_Facility 1001; Terran_Machine_Shop 304; Terran_Armory 700; Terran_Starport 216; Terran_Opening air; Terran_Academy 511; Terran_Bunker 311; Terran_Factory 145; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 97; Terran_Expansion 358; Terran_Refinery 100; Terran_Barracks2 318; Terran_Missile_Turret -1; Terran_Supply_Depot 55; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory 327; Terran_Starport -1; Terran_Opening ; Terran_Academy 426; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 383; Terran_Comsat_Station -1; Terran_Barracks 60; Terran_Expansion 412; Terran_Refinery 127; Terran_Barracks2 430; Terran_Missile_Turret -1; Terran_Supply_Depot 80; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 390; Terran_Armory -1; Terran_Starport 257; Terran_Opening ; Terran_Academy -1; Terran_Bunker 167; Terran_Factory 199; 
Terran_Control_Tower 545; Terran_Comsat_Station 378; Terran_Barracks 100; Terran_Expansion 267; Terran_Refinery 103; Terran_Barracks2 570; Terran_Missile_Turret 724; Terran_Supply_Depot 58; Terran_Engineering_Bay 579; Terran_Science_Facility 862; Terran_Machine_Shop 228; Terran_Armory 309; Terran_Starport 488; Terran_Opening ; Terran_Academy 323; Terran_Bunker 288; Terran_Factory 154; 
Terran_Control_Tower 263; Terran_Comsat_Station 563; Terran_Barracks 104; Terran_Expansion 272; Terran_Refinery 104; Terran_Barracks2 618; Terran_Missile_Turret 711; Terran_Supply_Depot 58; Terran_Engineering_Bay 611; Terran_Science_Facility 904; Terran_Machine_Shop 209; Terran_Armory 394; Terran_Starport 214; Terran_Opening air; Terran_Academy 506; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 366; Terran_Comsat_Station 491; Terran_Barracks 84; Terran_Expansion 446; Terran_Refinery 110; Terran_Barracks2 525; Terran_Missile_Turret 625; Terran_Supply_Depot 56; Terran_Engineering_Bay 582; Terran_Science_Facility 1000; Terran_Machine_Shop 408; Terran_Armory 260; Terran_Starport 308; Terran_Opening two_facto; Terran_Academy 402; Terran_Bunker 192; Terran_Factory 168; 
Terran_Control_Tower 436; Terran_Comsat_Station 504; Terran_Barracks 77; Terran_Expansion 502; Terran_Refinery 260; Terran_Barracks2 449; Terran_Missile_Turret 1058; Terran_Supply_Depot 98; Terran_Engineering_Bay 895; Terran_Science_Facility -1; Terran_Machine_Shop 386; Terran_Armory 379; Terran_Starport 384; Terran_Opening ; Terran_Academy 405; Terran_Bunker 225; Terran_Factory 324; 
Terran_Control_Tower 476; Terran_Comsat_Station -1; Terran_Barracks 58; Terran_Expansion 380; Terran_Refinery 111; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 77; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 227; Terran_Armory 323; Terran_Starport 426; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 175; 
Terran_Control_Tower 473; Terran_Comsat_Station 459; Terran_Barracks 88; Terran_Expansion 316; Terran_Refinery 104; Terran_Barracks2 532; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 232; Terran_Armory 392; Terran_Starport 417; Terran_Opening ; Terran_Academy 394; Terran_Bunker 292; Terran_Factory 177; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 451; Terran_Comsat_Station 364; Terran_Barracks 102; Terran_Expansion 236; Terran_Refinery 101; Terran_Barracks2 -1; Terran_Missile_Turret 602; Terran_Supply_Depot 57; Terran_Engineering_Bay 341; Terran_Science_Facility 526; Terran_Machine_Shop 228; Terran_Armory 292; Terran_Starport 402; Terran_Opening ; Terran_Academy 296; Terran_Bunker 284; Terran_Factory 154; 
Terran_Control_Tower 459; Terran_Comsat_Station 504; Terran_Barracks 87; Terran_Expansion 212; Terran_Refinery 102; Terran_Barracks2 993; Terran_Missile_Turret 592; Terran_Supply_Depot 58; Terran_Engineering_Bay 479; Terran_Science_Facility 696; Terran_Machine_Shop 218; Terran_Armory 283; Terran_Starport 400; Terran_Opening two_facto; Terran_Academy 448; Terran_Bunker -1; Terran_Factory 161; 
Terran_Control_Tower 367; Terran_Comsat_Station 458; Terran_Barracks 101; Terran_Expansion 316; Terran_Refinery 104; Terran_Barracks2 515; Terran_Missile_Turret 518; Terran_Supply_Depot 59; Terran_Engineering_Bay 472; Terran_Science_Facility -1; Terran_Machine_Shop 303; Terran_Armory 545; Terran_Starport 211; Terran_Opening air; Terran_Academy 395; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower 514; Terran_Comsat_Station 465; Terran_Barracks 90; Terran_Expansion 459; Terran_Refinery 104; Terran_Barracks2 267; Terran_Missile_Turret 388; Terran_Supply_Depot 56; Terran_Engineering_Bay 316; Terran_Science_Facility -1; Terran_Machine_Shop 214; Terran_Armory -1; Terran_Starport 213; Terran_Opening air; Terran_Academy 406; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 78; Terran_Expansion -1; Terran_Refinery 196; Terran_Barracks2 286; Terran_Missile_Turret -1; Terran_Supply_Depot 111; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 370; Terran_Armory 324; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 248; 
Terran_Control_Tower 676; Terran_Comsat_Station 550; Terran_Barracks 102; Terran_Expansion 421; Terran_Refinery 105; Terran_Barracks2 381; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay 589; Terran_Science_Facility -1; Terran_Machine_Shop 493; Terran_Armory 266; Terran_Starport 567; Terran_Opening two_facto; Terran_Academy 486; Terran_Bunker 168; Terran_Factory 156; 
Terran_Control_Tower 679; Terran_Comsat_Station 635; Terran_Barracks 87; Terran_Expansion 397; Terran_Refinery 107; Terran_Barracks2 481; Terran_Missile_Turret 377; Terran_Supply_Depot 58; Terran_Engineering_Bay 285; Terran_Science_Facility 765; Terran_Machine_Shop 211; Terran_Armory 403; Terran_Starport 517; Terran_Opening two_facto; Terran_Academy 560; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower 546; Terran_Comsat_Station 362; Terran_Barracks 100; Terran_Expansion 204; Terran_Refinery 104; Terran_Barracks2 173; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay 919; Terran_Science_Facility 748; Terran_Machine_Shop 263; Terran_Armory 284; Terran_Starport 321; Terran_Opening two_facto; Terran_Academy 286; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower 384; Terran_Comsat_Station 346; Terran_Barracks 101; Terran_Expansion 206; Terran_Refinery 103; Terran_Barracks2 164; Terran_Missile_Turret 662; Terran_Supply_Depot 60; Terran_Engineering_Bay 518; Terran_Science_Facility -1; Terran_Machine_Shop 283; Terran_Armory 284; Terran_Starport 333; Terran_Opening two_facto; Terran_Academy 268; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower 352; Terran_Comsat_Station 639; Terran_Barracks 138; Terran_Expansion 117; Terran_Refinery 151; Terran_Barracks2 -1; Terran_Missile_Turret 586; Terran_Supply_Depot 55; Terran_Engineering_Bay 546; Terran_Science_Facility -1; Terran_Machine_Shop 254; Terran_Armory 340; Terran_Starport 267; Terran_Opening ; Terran_Academy 439; Terran_Bunker 236; Terran_Factory 202; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 396; Terran_Barracks 101; Terran_Expansion 239; Terran_Refinery 105; Terran_Barracks2 161; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay 386; Terran_Science_Facility -1; Terran_Machine_Shop 269; Terran_Armory 291; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 325; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 261; Terran_Comsat_Station -1; Terran_Barracks 90; Terran_Expansion 325; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 55; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 266; Terran_Armory -1; Terran_Starport 214; Terran_Opening air; Terran_Academy 420; Terran_Bunker -1; Terran_Factory 159; 
Terran_Control_Tower 470; Terran_Comsat_Station 392; Terran_Barracks 101; Terran_Expansion 285; Terran_Refinery 100; Terran_Barracks2 430; Terran_Missile_Turret 654; Terran_Supply_Depot 56; Terran_Engineering_Bay 610; Terran_Science_Facility 639; Terran_Machine_Shop 247; Terran_Armory 314; Terran_Starport 415; Terran_Opening vultures; Terran_Academy 334; Terran_Bunker 273; Terran_Factory 154; 
Terran_Control_Tower 389; Terran_Comsat_Station 523; Terran_Barracks 97; Terran_Expansion 205; Terran_Refinery 101; Terran_Barracks2 188; Terran_Missile_Turret 650; Terran_Supply_Depot 57; Terran_Engineering_Bay 581; Terran_Science_Facility 0; Terran_Machine_Shop 248; Terran_Armory 299; Terran_Starport 333; Terran_Opening two_facto; Terran_Academy 431; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower 482; Terran_Comsat_Station 390; Terran_Barracks 98; Terran_Expansion 197; Terran_Refinery 100; Terran_Barracks2 163; Terran_Missile_Turret 672; Terran_Supply_Depot 56; Terran_Engineering_Bay 627; Terran_Science_Facility 753; Terran_Machine_Shop 264; Terran_Armory 256; Terran_Starport 404; Terran_Opening two_facto; Terran_Academy 316; Terran_Bunker -1; Terran_Factory 152; 
Terran_Control_Tower 256; Terran_Comsat_Station 576; Terran_Barracks 88; Terran_Expansion 342; Terran_Refinery 103; Terran_Barracks2 446; Terran_Missile_Turret 689; Terran_Supply_Depot 59; Terran_Engineering_Bay 632; Terran_Science_Facility -1; Terran_Machine_Shop 347; Terran_Armory 224; Terran_Starport 207; Terran_Opening air; Terran_Academy 503; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 335; Terran_Comsat_Station 427; Terran_Barracks 103; Terran_Expansion 213; Terran_Refinery 101; Terran_Barracks2 164; Terran_Missile_Turret 573; Terran_Supply_Depot 59; Terran_Engineering_Bay 473; Terran_Science_Facility 767; Terran_Machine_Shop 262; Terran_Armory 268; Terran_Starport 281; Terran_Opening two_facto; Terran_Academy 322; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 422; Terran_Comsat_Station 578; Terran_Barracks 86; Terran_Expansion 212; Terran_Refinery 101; Terran_Barracks2 307; Terran_Missile_Turret 755; Terran_Supply_Depot 56; Terran_Engineering_Bay 713; Terran_Science_Facility 1002; Terran_Machine_Shop 242; Terran_Armory 327; Terran_Starport 362; Terran_Opening two_facto; Terran_Academy 478; Terran_Bunker -1; Terran_Factory 152; 
Terran_Control_Tower 635; Terran_Comsat_Station 349; Terran_Barracks 99; Terran_Expansion 203; Terran_Refinery 101; Terran_Barracks2 505; Terran_Missile_Turret 780; Terran_Supply_Depot 56; Terran_Engineering_Bay 551; Terran_Science_Facility 831; Terran_Machine_Shop 305; Terran_Armory 219; Terran_Starport 576; Terran_Opening two_facto; Terran_Academy 292; Terran_Bunker -1; Terran_Factory 153; 
