Protoss_Pylon2 142; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 100; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 795; Protoss_Expansion 402; Protoss_Arbiter_Tribunal 771; Protoss_Robotics_Facility 274; Protoss_Fleet_Beacon 0; Protoss_Stargate 694; Protoss_Citadel_of_Adun 430; Protoss_Gateway2 235; Protoss_Forge 721; Protoss_Templar_Archives 571; Protoss_Photon_Cannon 775; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 140; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 93; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 382; Protoss_Arbiter_Tribunal 830; Protoss_Robotics_Facility 235; Protoss_Fleet_Beacon 0; Protoss_Stargate 763; Protoss_Citadel_of_Adun 189; Protoss_Gateway2 217; Protoss_Forge 754; Protoss_Templar_Archives 250; Protoss_Photon_Cannon 791; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 120; Protoss_Pylon 49; Protoss_Opening unknown; Protoss_Assimilator 93; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 368; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 513; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 258; Protoss_Gateway2 209; Protoss_Forge 0; Protoss_Templar_Archives 310; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 146; 
Protoss_Pylon2 147; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 96; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 584; Protoss_Expansion 325; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 225; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 752; Protoss_Gateway2 282; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 137; Protoss_Pylon 47; Protoss_Opening unknown; Protoss_Assimilator 99; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 248; Protoss_Expansion 467; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 171; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 605; Protoss_Gateway2 206; Protoss_Forge 645; Protoss_Templar_Archives 750; Protoss_Photon_Cannon 688; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 120; Protoss_Pylon 47; Protoss_Opening two_gates; Protoss_Assimilator 293; Protoss_Gateway 69; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 354; Protoss_Gateway2 376; Protoss_Forge 178; Protoss_Templar_Archives 395; Protoss_Photon_Cannon 233; Protoss_Cybernetics_Core 312; 
Protoss_Pylon2 137; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 92; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 472; Protoss_Expansion 345; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 260; Protoss_Fleet_Beacon 587; Protoss_Stargate 534; Protoss_Citadel_of_Adun 886; Protoss_Gateway2 194; Protoss_Forge 649; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 703; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 135; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 94; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 461; Protoss_Expansion 319; Protoss_Arbiter_Tribunal 786; Protoss_Robotics_Facility 283; Protoss_Fleet_Beacon 0; Protoss_Stargate 722; Protoss_Citadel_of_Adun 530; Protoss_Gateway2 189; Protoss_Forge 724; Protoss_Templar_Archives 678; Protoss_Photon_Cannon 760; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 135; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 95; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 360; Protoss_Expansion 367; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 247; Protoss_Fleet_Beacon 591; Protoss_Stargate 539; Protoss_Citadel_of_Adun 838; Protoss_Gateway2 181; Protoss_Forge 699; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 756; Protoss_Cybernetics_Core 118; 
Protoss_Pylon2 224; Protoss_Pylon 48; Protoss_Opening ; Protoss_Assimilator 136; Protoss_Gateway 125; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 108; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 312; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 583; Protoss_Gateway2 156; Protoss_Forge 837; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 167; 
Protoss_Pylon2 137; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 94; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 543; Protoss_Expansion 289; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 330; Protoss_Fleet_Beacon 764; Protoss_Stargate 702; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 188; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 174; Protoss_Pylon 50; Protoss_Opening nony; Protoss_Assimilator 101; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 350; Protoss_Expansion 518; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 290; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 736; Protoss_Gateway2 140; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 152; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 98; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 475; Protoss_Expansion 321; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 391; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 592; Protoss_Gateway2 193; Protoss_Forge 683; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 129; 
Protoss_Pylon2 192; Protoss_Pylon 50; Protoss_Opening nony; Protoss_Assimilator 99; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 353; Protoss_Arbiter_Tribunal 493; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 441; Protoss_Citadel_of_Adun 243; Protoss_Gateway2 155; Protoss_Forge 628; Protoss_Templar_Archives 286; Protoss_Photon_Cannon 672; Protoss_Cybernetics_Core 144; 
Protoss_Pylon2 108; Protoss_Pylon 49; Protoss_Opening two_gates; Protoss_Assimilator 150; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 578; Protoss_Expansion 543; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 325; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 595; Protoss_Gateway2 131; Protoss_Forge 0; Protoss_Templar_Archives 646; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 205; 
Protoss_Pylon2 124; Protoss_Pylon 48; Protoss_Opening two_gates; Protoss_Assimilator 97; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 487; Protoss_Expansion 307; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 342; Protoss_Fleet_Beacon 0; Protoss_Stargate 1046; Protoss_Citadel_of_Adun 754; Protoss_Gateway2 175; Protoss_Forge 624; Protoss_Templar_Archives 881; Protoss_Photon_Cannon 657; Protoss_Cybernetics_Core 155; 
Protoss_Pylon2 136; Protoss_Pylon 49; Protoss_Opening templar; Protoss_Assimilator 92; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 308; Protoss_Arbiter_Tribunal 769; Protoss_Robotics_Facility 179; Protoss_Fleet_Beacon 0; Protoss_Stargate 702; Protoss_Citadel_of_Adun 458; Protoss_Gateway2 225; Protoss_Forge 782; Protoss_Templar_Archives 617; Protoss_Photon_Cannon 997; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 219; Protoss_Pylon 47; Protoss_Opening two_gates; Protoss_Assimilator 138; Protoss_Gateway 125; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 110; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 311; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 153; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 168; 
Protoss_Pylon2 177; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 92; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 279; Protoss_Gateway2 143; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 124; Protoss_Pylon 49; Protoss_Opening two_gates; Protoss_Assimilator 97; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 360; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 279; Protoss_Gateway2 239; Protoss_Forge 0; Protoss_Templar_Archives 323; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 176; 
Protoss_Pylon2 135; Protoss_Pylon 49; Protoss_Opening reaver_drop; Protoss_Assimilator 92; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 296; Protoss_Expansion 372; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 178; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 463; Protoss_Gateway2 390; Protoss_Forge 713; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 751; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 138; Protoss_Pylon 49; Protoss_Opening reaver_drop; Protoss_Assimilator 99; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 280; Protoss_Expansion 346; Protoss_Arbiter_Tribunal 955; Protoss_Robotics_Facility 184; Protoss_Fleet_Beacon 0; Protoss_Stargate 880; Protoss_Citadel_of_Adun 546; Protoss_Gateway2 374; Protoss_Forge 731; Protoss_Templar_Archives 761; Protoss_Photon_Cannon 783; Protoss_Cybernetics_Core 126; 
Protoss_Pylon2 174; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 95; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 503; Protoss_Expansion 397; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 297; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 276; Protoss_Gateway2 161; Protoss_Forge 0; Protoss_Templar_Archives 353; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 136; 
Protoss_Pylon2 134; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 92; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 404; Protoss_Expansion 343; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 218; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 623; Protoss_Gateway2 231; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 120; 
Protoss_Pylon2 143; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 94; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 376; Protoss_Expansion 319; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 229; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 236; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 132; Protoss_Pylon 47; Protoss_Opening fast_dt; Protoss_Assimilator 90; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 354; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 419; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 172; Protoss_Gateway2 227; Protoss_Forge 0; Protoss_Templar_Archives 213; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 117; 
Protoss_Pylon2 130; Protoss_Pylon 50; Protoss_Opening nony; Protoss_Assimilator 99; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 242; Protoss_Arbiter_Tribunal 478; Protoss_Robotics_Facility 253; Protoss_Fleet_Beacon 0; Protoss_Stargate 418; Protoss_Citadel_of_Adun 373; Protoss_Gateway2 338; Protoss_Forge 0; Protoss_Templar_Archives 425; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 120; 
Protoss_Pylon2 130; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 96; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 392; Protoss_Expansion 245; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 257; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 370; Protoss_Gateway2 296; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 124; Protoss_Pylon 49; Protoss_Opening two_gates; Protoss_Assimilator 98; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 485; Protoss_Expansion 379; Protoss_Arbiter_Tribunal 600; Protoss_Robotics_Facility 389; Protoss_Fleet_Beacon 0; Protoss_Stargate 539; Protoss_Citadel_of_Adun 246; Protoss_Gateway2 222; Protoss_Forge 598; Protoss_Templar_Archives 288; Protoss_Photon_Cannon 739; Protoss_Cybernetics_Core 201; 
Protoss_Pylon2 122; Protoss_Pylon 47; Protoss_Opening two_gates; Protoss_Assimilator 93; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 242; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 262; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 164; 
Protoss_Pylon2 142; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 99; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 281; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 189; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 138; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 98; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 284; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 335; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 422; Protoss_Gateway2 196; Protoss_Forge 788; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 876; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening ; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 142; Protoss_Pylon 50; Protoss_Opening nony; Protoss_Assimilator 101; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 324; Protoss_Expansion 293; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 238; Protoss_Fleet_Beacon 565; Protoss_Stargate 505; Protoss_Citadel_of_Adun 535; Protoss_Gateway2 419; Protoss_Forge 518; Protoss_Templar_Archives 834; Protoss_Photon_Cannon 646; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 167; Protoss_Pylon 48; Protoss_Opening reaver_drop; Protoss_Assimilator 101; Protoss_Gateway 86; Protoss_Robotics_Support_Bay 313; Protoss_Expansion 330; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 253; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 568; Protoss_Gateway2 148; Protoss_Forge 449; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 129; 
Protoss_Pylon2 145; Protoss_Pylon 56; Protoss_Opening nony; Protoss_Assimilator 94; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 554; Protoss_Expansion 248; Protoss_Arbiter_Tribunal 718; Protoss_Robotics_Facility 309; Protoss_Fleet_Beacon 0; Protoss_Stargate 663; Protoss_Citadel_of_Adun 540; Protoss_Gateway2 284; Protoss_Forge 602; Protoss_Templar_Archives 593; Protoss_Photon_Cannon 684; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 135; Protoss_Pylon 48; Protoss_Opening ; Protoss_Assimilator 72; Protoss_Gateway 104; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 384; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 194; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 511; Protoss_Gateway2 245; Protoss_Forge 636; Protoss_Templar_Archives 594; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 149; 
Protoss_Pylon2 137; Protoss_Pylon 51; Protoss_Opening two_gates; Protoss_Assimilator 93; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 355; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 292; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 401; Protoss_Gateway2 188; Protoss_Forge 0; Protoss_Templar_Archives 594; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 168; 
Protoss_Pylon2 143; Protoss_Pylon 50; Protoss_Opening fast_dt; Protoss_Assimilator 100; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 299; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 366; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 211; Protoss_Gateway2 531; Protoss_Forge 309; Protoss_Templar_Archives 252; Protoss_Photon_Cannon 340; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 143; Protoss_Pylon 50; Protoss_Opening nony; Protoss_Assimilator 100; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 333; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 274; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 209; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 124; 
Protoss_Pylon2 145; Protoss_Pylon 51; Protoss_Opening nony; Protoss_Assimilator 104; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 347; Protoss_Expansion 328; Protoss_Arbiter_Tribunal 822; Protoss_Robotics_Facility 267; Protoss_Fleet_Beacon 0; Protoss_Stargate 761; Protoss_Citadel_of_Adun 509; Protoss_Gateway2 229; Protoss_Forge 624; Protoss_Templar_Archives 758; Protoss_Photon_Cannon 664; Protoss_Cybernetics_Core 131; 
Protoss_Pylon2 138; Protoss_Pylon 48; Protoss_Opening fast_dt; Protoss_Assimilator 98; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 229; Protoss_Expansion 303; Protoss_Arbiter_Tribunal 791; Protoss_Robotics_Facility 171; Protoss_Fleet_Beacon 0; Protoss_Stargate 737; Protoss_Citadel_of_Adun 281; Protoss_Gateway2 337; Protoss_Forge 581; Protoss_Templar_Archives 327; Protoss_Photon_Cannon 630; Protoss_Cybernetics_Core 122; 
Protoss_Pylon2 141; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 98; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 364; Protoss_Expansion 248; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 302; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 645; Protoss_Gateway2 331; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 125; 
Protoss_Pylon2 145; Protoss_Pylon 47; Protoss_Opening two_gates; Protoss_Assimilator 91; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 183; Protoss_Arbiter_Tribunal 609; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 552; Protoss_Citadel_of_Adun 356; Protoss_Gateway2 118; Protoss_Forge 208; Protoss_Templar_Archives 402; Protoss_Photon_Cannon 246; Protoss_Cybernetics_Core 314; 
Protoss_Pylon2 137; Protoss_Pylon 48; Protoss_Opening fast_dt; Protoss_Assimilator 90; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 224; Protoss_Expansion 334; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 166; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 270; Protoss_Gateway2 290; Protoss_Forge 373; Protoss_Templar_Archives 312; Protoss_Photon_Cannon 518; Protoss_Cybernetics_Core 117; 
Protoss_Pylon2 135; Protoss_Pylon 47; Protoss_Opening nony; Protoss_Assimilator 91; Protoss_Gateway 74; Protoss_Robotics_Support_Bay 413; Protoss_Expansion 309; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 337; Protoss_Fleet_Beacon 542; Protoss_Stargate 482; Protoss_Citadel_of_Adun 230; Protoss_Gateway2 154; Protoss_Forge 622; Protoss_Templar_Archives 271; Protoss_Photon_Cannon 738; Protoss_Cybernetics_Core 119; 
Protoss_Pylon2 149; Protoss_Pylon 49; Protoss_Opening nony; Protoss_Assimilator 102; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 287; Protoss_Expansion 338; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 230; Protoss_Fleet_Beacon 0; Protoss_Stargate 1010; Protoss_Citadel_of_Adun 561; Protoss_Gateway2 385; Protoss_Forge 812; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 862; Protoss_Cybernetics_Core 121; 
Protoss_Pylon2 148; Protoss_Pylon 48; Protoss_Opening fast_dt; Protoss_Assimilator 100; Protoss_Gateway 80; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 283; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 244; Protoss_Gateway2 256; Protoss_Forge 0; Protoss_Templar_Archives 289; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 127; 
Protoss_Pylon2 141; Protoss_Pylon 52; Protoss_Opening two_gates; Protoss_Assimilator 113; Protoss_Gateway 92; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 370; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 374; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 605; Protoss_Gateway2 189; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 171; 
Protoss_Pylon2 114; Protoss_Pylon 50; Protoss_Opening two_gates; Protoss_Assimilator 93; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 562; Protoss_Expansion 478; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 496; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 620; Protoss_Gateway2 261; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 207; 
Protoss_Pylon2 128; Protoss_Pylon 47; Protoss_Opening two_gates; Protoss_Assimilator 99; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 324; Protoss_Arbiter_Tribunal 983; Protoss_Robotics_Facility 342; Protoss_Fleet_Beacon 0; Protoss_Stargate 808; Protoss_Citadel_of_Adun 511; Protoss_Gateway2 231; Protoss_Forge 503; Protoss_Templar_Archives 716; Protoss_Photon_Cannon 559; Protoss_Cybernetics_Core 167; 
Protoss_Pylon2 136; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 92; Protoss_Gateway 75; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 284; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 216; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 232; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 117; 
Protoss_Pylon2 142; Protoss_Pylon 48; Protoss_Opening nony; Protoss_Assimilator 94; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 293; Protoss_Expansion 405; Protoss_Arbiter_Tribunal 843; Protoss_Robotics_Facility 220; Protoss_Fleet_Beacon 0; Protoss_Stargate 786; Protoss_Citadel_of_Adun 641; Protoss_Gateway2 245; Protoss_Forge 854; Protoss_Templar_Archives 785; Protoss_Photon_Cannon 890; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 0; Protoss_Pylon 48; Protoss_Opening ; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
