Terran_Control_Tower 9845; Terran_Comsat_Station 5375; Terran_Barracks 2745; Terran_Expansion 13605; Terran_Refinery 2080; Terran_Barracks2 5530; Terran_Missile_Turret 8010; Terran_Supply_Depot 1470; Terran_Engineering_Bay 3280; Terran_Science_Facility 9265; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 7905; Terran_Opening Bio; Terran_Academy 4020; Terran_Bunker 36230; Terran_Factory 6420; 
Terran_Control_Tower 8782; Terran_Comsat_Station 8058; Terran_Barracks 1950; Terran_Expansion 8810; Terran_Refinery 4422; Terran_Barracks2 2728; Terran_Missile_Turret 9254; Terran_Supply_Depot 1360; Terran_Engineering_Bay 7582; Terran_Science_Facility 10438; Terran_Machine_Shop 14768; Terran_Armory 0; Terran_Starport 7538; Terran_Opening Bio; Terran_Academy 4638; Terran_Bunker 13172; Terran_Factory 5996; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1790; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 2440; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 4402; Terran_Factory 0; 
Terran_Control_Tower 16506; Terran_Comsat_Station 8110; Terran_Barracks 2016; Terran_Expansion 4228; Terran_Refinery 4958; Terran_Barracks2 7018; Terran_Missile_Turret 9788; Terran_Supply_Depot 1368; Terran_Engineering_Bay 8596; Terran_Science_Facility 17130; Terran_Machine_Shop 13608; Terran_Armory 0; Terran_Starport 13648; Terran_Opening Bio; Terran_Academy 6644; Terran_Bunker 5118; Terran_Factory 12326; 
Terran_Control_Tower 6904; Terran_Comsat_Station 17218; Terran_Barracks 1978; Terran_Expansion 14934; Terran_Refinery 2758; Terran_Barracks2 5666; Terran_Missile_Turret 9328; Terran_Supply_Depot 1416; Terran_Engineering_Bay 7890; Terran_Science_Facility 6602; Terran_Machine_Shop 14870; Terran_Armory 0; Terran_Starport 5364; Terran_Opening FastDropship; Terran_Academy 6004; Terran_Bunker 12124; Terran_Factory 4008; 
Terran_Control_Tower 15214; Terran_Comsat_Station 6904; Terran_Barracks 3334; Terran_Expansion 2880; Terran_Refinery 5352; Terran_Barracks2 6594; Terran_Missile_Turret 7928; Terran_Supply_Depot 1374; Terran_Engineering_Bay 6338; Terran_Science_Facility 15254; Terran_Machine_Shop 13806; Terran_Armory 27410; Terran_Starport 13826; Terran_Opening Bio; Terran_Academy 5640; Terran_Bunker 4642; Terran_Factory 11128; 
Terran_Control_Tower 8124; Terran_Comsat_Station 7044; Terran_Barracks 1950; Terran_Expansion 10628; Terran_Refinery 3696; Terran_Barracks2 2670; Terran_Missile_Turret 8526; Terran_Supply_Depot 1342; Terran_Engineering_Bay 7196; Terran_Science_Facility 11404; Terran_Machine_Shop 9286; Terran_Armory 15046; Terran_Starport 6790; Terran_Opening Bio; Terran_Academy 4328; Terran_Bunker 8998; Terran_Factory 5438; 
Terran_Control_Tower 8986; Terran_Comsat_Station 6692; Terran_Barracks 1956; Terran_Expansion 11860; Terran_Refinery 4674; Terran_Barracks2 2734; Terran_Missile_Turret 10742; Terran_Supply_Depot 1406; Terran_Engineering_Bay 9692; Terran_Science_Facility 10296; Terran_Machine_Shop 15648; Terran_Armory 0; Terran_Starport 7852; Terran_Opening Bio; Terran_Academy 5242; Terran_Bunker 15630; Terran_Factory 6516; 
Terran_Control_Tower 7002; Terran_Comsat_Station 10362; Terran_Barracks 2014; Terran_Expansion 11560; Terran_Refinery 2958; Terran_Barracks2 9614; Terran_Missile_Turret 11450; Terran_Supply_Depot 1402; Terran_Engineering_Bay 10338; Terran_Science_Facility 13992; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 5844; Terran_Opening FastDropship; Terran_Academy 8526; Terran_Bunker 0; Terran_Factory 4524; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1794; Terran_Expansion 0; Terran_Refinery 8346; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 2432; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 9234; Terran_Bunker 4704; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 3384; Terran_Expansion 2876; Terran_Refinery 0; Terran_Barracks2 4152; Terran_Missile_Turret 0; Terran_Supply_Depot 1362; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 0; Terran_Bunker 4854; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2010; Terran_Expansion 5406; Terran_Refinery 0; Terran_Barracks2 6202; Terran_Missile_Turret 0; Terran_Supply_Depot 1398; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 7344; Terran_Barracks 2042; Terran_Expansion 4228; Terran_Refinery 5294; Terran_Barracks2 5930; Terran_Missile_Turret 10130; Terran_Supply_Depot 1374; Terran_Engineering_Bay 9008; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5648; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 14580; Terran_Comsat_Station 6736; Terran_Barracks 1970; Terran_Expansion 4512; Terran_Refinery 4968; Terran_Barracks2 6094; Terran_Missile_Turret 9518; Terran_Supply_Depot 1380; Terran_Engineering_Bay 7402; Terran_Science_Facility 15758; Terran_Machine_Shop 13922; Terran_Armory 0; Terran_Starport 13260; Terran_Opening Bio; Terran_Academy 5438; Terran_Bunker 12406; Terran_Factory 11972; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2030; Terran_Expansion 4234; Terran_Refinery 4686; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1384; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 10816; Terran_Comsat_Station 7032; Terran_Barracks 2050; Terran_Expansion 4348; Terran_Refinery 5044; Terran_Barracks2 5938; Terran_Missile_Turret 9802; Terran_Supply_Depot 1340; Terran_Engineering_Bay 7300; Terran_Science_Facility 10846; Terran_Machine_Shop 13942; Terran_Armory 0; Terran_Starport 9076; Terran_Opening Bio; Terran_Academy 5564; Terran_Bunker 4920; Terran_Factory 7702; 
Terran_Control_Tower 10538; Terran_Comsat_Station 7510; Terran_Barracks 1984; Terran_Expansion 4366; Terran_Refinery 5220; Terran_Barracks2 7256; Terran_Missile_Turret 10064; Terran_Supply_Depot 1458; Terran_Engineering_Bay 7918; Terran_Science_Facility 9588; Terran_Machine_Shop 12510; Terran_Armory 0; Terran_Starport 8132; Terran_Opening FastDropship; Terran_Academy 5720; Terran_Bunker 5078; Terran_Factory 6824; 
Terran_Control_Tower 10570; Terran_Comsat_Station 6332; Terran_Barracks 1984; Terran_Expansion 4326; Terran_Refinery 4772; Terran_Barracks2 6036; Terran_Missile_Turret 9416; Terran_Supply_Depot 1360; Terran_Engineering_Bay 5896; Terran_Science_Facility 10552; Terran_Machine_Shop 12726; Terran_Armory 0; Terran_Starport 9366; Terran_Opening Bio; Terran_Academy 4976; Terran_Bunker 13414; Terran_Factory 8028; 
Terran_Control_Tower 14308; Terran_Comsat_Station 6990; Terran_Barracks 1982; Terran_Expansion 4902; Terran_Refinery 5124; Terran_Barracks2 5862; Terran_Missile_Turret 8612; Terran_Supply_Depot 1400; Terran_Engineering_Bay 6422; Terran_Science_Facility 14360; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 13106; Terran_Opening Bio; Terran_Academy 5478; Terran_Bunker 0; Terran_Factory 11784; 
Terran_Control_Tower 0; Terran_Comsat_Station 6808; Terran_Barracks 1950; Terran_Expansion 4652; Terran_Refinery 4896; Terran_Barracks2 5910; Terran_Missile_Turret 8384; Terran_Supply_Depot 1386; Terran_Engineering_Bay 6442; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5232; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 13696; Terran_Comsat_Station 6738; Terran_Barracks 1962; Terran_Expansion 11926; Terran_Refinery 4730; Terran_Barracks2 3804; Terran_Missile_Turret 8730; Terran_Supply_Depot 1404; Terran_Engineering_Bay 6830; Terran_Science_Facility 13754; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 11958; Terran_Opening Bio; Terran_Academy 5324; Terran_Bunker 15598; Terran_Factory 10506; 
Terran_Control_Tower 15044; Terran_Comsat_Station 9400; Terran_Barracks 2082; Terran_Expansion 4800; Terran_Refinery 6060; Terran_Barracks2 6388; Terran_Missile_Turret 9176; Terran_Supply_Depot 1518; Terran_Engineering_Bay 8108; Terran_Science_Facility 15066; Terran_Machine_Shop 13880; Terran_Armory 0; Terran_Starport 13848; Terran_Opening Bio; Terran_Academy 7878; Terran_Bunker 3420; Terran_Factory 12488; 
Terran_Control_Tower 0; Terran_Comsat_Station 9030; Terran_Barracks 1624; Terran_Expansion 0; Terran_Refinery 6762; Terran_Barracks2 12162; Terran_Missile_Turret 14508; Terran_Supply_Depot 2370; Terran_Engineering_Bay 13466; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 7610; Terran_Bunker 3964; Terran_Factory 21294; 
Terran_Control_Tower 0; Terran_Comsat_Station 6684; Terran_Barracks 1974; Terran_Expansion 4470; Terran_Refinery 4728; Terran_Barracks2 6294; Terran_Missile_Turret 10214; Terran_Supply_Depot 1358; Terran_Engineering_Bay 6404; Terran_Science_Facility 0; Terran_Machine_Shop 13726; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5188; Terran_Bunker 5722; Terran_Factory 12384; 
Terran_Control_Tower 11868; Terran_Comsat_Station 6862; Terran_Barracks 2032; Terran_Expansion 4238; Terran_Refinery 5036; Terran_Barracks2 6784; Terran_Missile_Turret 9770; Terran_Supply_Depot 1484; Terran_Engineering_Bay 6384; Terran_Science_Facility 11888; Terran_Machine_Shop 12726; Terran_Armory 0; Terran_Starport 10474; Terran_Opening Bio; Terran_Academy 5396; Terran_Bunker 8668; Terran_Factory 9068; 
Terran_Control_Tower 10678; Terran_Comsat_Station 6680; Terran_Barracks 2138; Terran_Expansion 4382; Terran_Refinery 4852; Terran_Barracks2 5972; Terran_Missile_Turret 11358; Terran_Supply_Depot 1404; Terran_Engineering_Bay 10004; Terran_Science_Facility 10602; Terran_Machine_Shop 9386; Terran_Armory 0; Terran_Starport 9414; Terran_Opening Bio; Terran_Academy 5262; Terran_Bunker 10106; Terran_Factory 8016; 
Terran_Control_Tower 11552; Terran_Comsat_Station 7168; Terran_Barracks 2010; Terran_Expansion 3890; Terran_Refinery 4322; Terran_Barracks2 6950; Terran_Missile_Turret 9104; Terran_Supply_Depot 1394; Terran_Engineering_Bay 5316; Terran_Science_Facility 11598; Terran_Machine_Shop 11214; Terran_Armory 0; Terran_Starport 10348; Terran_Opening Bio; Terran_Academy 5742; Terran_Bunker 7330; Terran_Factory 8180; 
Terran_Control_Tower 12512; Terran_Comsat_Station 7082; Terran_Barracks 2044; Terran_Expansion 4316; Terran_Refinery 5122; Terran_Barracks2 6662; Terran_Missile_Turret 10066; Terran_Supply_Depot 1456; Terran_Engineering_Bay 7358; Terran_Science_Facility 12498; Terran_Machine_Shop 11958; Terran_Armory 0; Terran_Starport 11172; Terran_Opening Bio; Terran_Academy 5458; Terran_Bunker 6158; Terran_Factory 9742; 
Terran_Control_Tower 9430; Terran_Comsat_Station 7340; Terran_Barracks 2066; Terran_Expansion 4764; Terran_Refinery 5178; Terran_Barracks2 6980; Terran_Missile_Turret 10308; Terran_Supply_Depot 1410; Terran_Engineering_Bay 9146; Terran_Science_Facility 9518; Terran_Machine_Shop 12280; Terran_Armory 27470; Terran_Starport 8294; Terran_Opening FastDropship; Terran_Academy 5716; Terran_Bunker 6710; Terran_Factory 6466; 
Terran_Control_Tower 0; Terran_Comsat_Station 7702; Terran_Barracks 2078; Terran_Expansion 5190; Terran_Refinery 5406; Terran_Barracks2 6476; Terran_Missile_Turret 0; Terran_Supply_Depot 1394; Terran_Engineering_Bay 2712; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5948; Terran_Bunker 8344; Terran_Factory 10950; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1988; Terran_Expansion 4982; Terran_Refinery 5594; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1382; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 3602; Terran_Factory 0; 
Terran_Control_Tower 13384; Terran_Comsat_Station 7252; Terran_Barracks 1982; Terran_Expansion 4346; Terran_Refinery 5322; Terran_Barracks2 6876; Terran_Missile_Turret 9612; Terran_Supply_Depot 1398; Terran_Engineering_Bay 7836; Terran_Science_Facility 13418; Terran_Machine_Shop 12250; Terran_Armory 0; Terran_Starport 12108; Terran_Opening Bio; Terran_Academy 5750; Terran_Bunker 5122; Terran_Factory 10802; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1990; Terran_Expansion 0; Terran_Refinery 7928; Terran_Barracks2 9302; Terran_Missile_Turret 0; Terran_Supply_Depot 2592; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 9236; Terran_Bunker 4234; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1986; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1432; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 14458; Terran_Comsat_Station 7284; Terran_Barracks 2002; Terran_Expansion 4970; Terran_Refinery 5316; Terran_Barracks2 6160; Terran_Missile_Turret 8162; Terran_Supply_Depot 1428; Terran_Engineering_Bay 6840; Terran_Science_Facility 14520; Terran_Machine_Shop 13802; Terran_Armory 28790; Terran_Starport 13198; Terran_Opening Bio; Terran_Academy 5434; Terran_Bunker 8306; Terran_Factory 11882; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 13636; Terran_Comsat_Station 7180; Terran_Barracks 2004; Terran_Expansion 4938; Terran_Refinery 5058; Terran_Barracks2 6902; Terran_Missile_Turret 9364; Terran_Supply_Depot 1392; Terran_Engineering_Bay 8308; Terran_Science_Facility 13664; Terran_Machine_Shop 12772; Terran_Armory 0; Terran_Starport 12478; Terran_Opening Bio; Terran_Academy 5300; Terran_Bunker 9204; Terran_Factory 10696; 
Terran_Control_Tower 12090; Terran_Comsat_Station 5958; Terran_Barracks 1996; Terran_Expansion 12746; Terran_Refinery 4204; Terran_Barracks2 5248; Terran_Missile_Turret 7682; Terran_Supply_Depot 1382; Terran_Engineering_Bay 5474; Terran_Science_Facility 12176; Terran_Machine_Shop 14370; Terran_Armory 0; Terran_Starport 10774; Terran_Opening Bio; Terran_Academy 4406; Terran_Bunker 11712; Terran_Factory 9418; 
Terran_Control_Tower 0; Terran_Comsat_Station 7284; Terran_Barracks 1976; Terran_Expansion 5328; Terran_Refinery 5608; Terran_Barracks2 6678; Terran_Missile_Turret 8850; Terran_Supply_Depot 1346; Terran_Engineering_Bay 2652; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5898; Terran_Bunker 4136; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1988; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1336; Terran_Engineering_Bay 2678; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 16625; Terran_Comsat_Station 8890; Terran_Barracks 1980; Terran_Expansion 5120; Terran_Refinery 7125; Terran_Barracks2 3450; Terran_Missile_Turret 14330; Terran_Supply_Depot 1365; Terran_Engineering_Bay 8720; Terran_Science_Facility 16650; Terran_Machine_Shop 15630; Terran_Armory 0; Terran_Starport 15180; Terran_Opening Bio; Terran_Academy 7630; Terran_Bunker 0; Terran_Factory 13740; 
Terran_Control_Tower 11834; Terran_Comsat_Station 6934; Terran_Barracks 1962; Terran_Expansion 4356; Terran_Refinery 5214; Terran_Barracks2 6188; Terran_Missile_Turret 8674; Terran_Supply_Depot 1356; Terran_Engineering_Bay 7438; Terran_Science_Facility 11820; Terran_Machine_Shop 10654; Terran_Armory 25848; Terran_Starport 10368; Terran_Opening Bio; Terran_Academy 5636; Terran_Bunker 8628; Terran_Factory 9024; 
Terran_Control_Tower 13850; Terran_Comsat_Station 7300; Terran_Barracks 1954; Terran_Expansion 5304; Terran_Refinery 5656; Terran_Barracks2 3904; Terran_Missile_Turret 9654; Terran_Supply_Depot 1360; Terran_Engineering_Bay 2726; Terran_Science_Facility 13864; Terran_Machine_Shop 12162; Terran_Armory 0; Terran_Starport 12146; Terran_Opening Bio; Terran_Academy 5876; Terran_Bunker 9144; Terran_Factory 10802; 
Terran_Control_Tower 14606; Terran_Comsat_Station 6920; Terran_Barracks 2000; Terran_Expansion 5194; Terran_Refinery 5266; Terran_Barracks2 3778; Terran_Missile_Turret 10104; Terran_Supply_Depot 1384; Terran_Engineering_Bay 6758; Terran_Science_Facility 14590; Terran_Machine_Shop 14262; Terran_Armory 0; Terran_Starport 13484; Terran_Opening Bio; Terran_Academy 3730; Terran_Bunker 8990; Terran_Factory 12188; 
Terran_Control_Tower 11980; Terran_Comsat_Station 6956; Terran_Barracks 1950; Terran_Expansion 4816; Terran_Refinery 5058; Terran_Barracks2 6112; Terran_Missile_Turret 10078; Terran_Supply_Depot 1338; Terran_Engineering_Bay 7584; Terran_Science_Facility 12006; Terran_Machine_Shop 10330; Terran_Armory 0; Terran_Starport 10296; Terran_Opening Bio; Terran_Academy 5568; Terran_Bunker 3520; Terran_Factory 8876; 
Terran_Control_Tower 15844; Terran_Comsat_Station 7210; Terran_Barracks 1980; Terran_Expansion 4894; Terran_Refinery 5314; Terran_Barracks2 7018; Terran_Missile_Turret 9744; Terran_Supply_Depot 1404; Terran_Engineering_Bay 8002; Terran_Science_Facility 15876; Terran_Machine_Shop 13348; Terran_Armory 0; Terran_Starport 13378; Terran_Opening Bio; Terran_Academy 5748; Terran_Bunker 6212; Terran_Factory 11406; 
Terran_Control_Tower 14200; Terran_Comsat_Station 7564; Terran_Barracks 1964; Terran_Expansion 5666; Terran_Refinery 5772; Terran_Barracks2 4734; Terran_Missile_Turret 8546; Terran_Supply_Depot 1356; Terran_Engineering_Bay 2558; Terran_Science_Facility 13532; Terran_Machine_Shop 12328; Terran_Armory 0; Terran_Starport 12316; Terran_Opening Bio; Terran_Academy 6146; Terran_Bunker 8874; Terran_Factory 10976; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1942; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 2572; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 3862; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 13560; Terran_Comsat_Station 7090; Terran_Barracks 2234; Terran_Expansion 3968; Terran_Refinery 5398; Terran_Barracks2 4342; Terran_Missile_Turret 8734; Terran_Supply_Depot 1552; Terran_Engineering_Bay 6466; Terran_Science_Facility 13622; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 12390; Terran_Opening Bio; Terran_Academy 5636; Terran_Bunker 10208; Terran_Factory 10980; 
