Terran_Control_Tower 622; Terran_Comsat_Station 666; Terran_Barracks 83; Terran_Expansion 376; Terran_Refinery 116; Terran_Barracks2 510; Terran_Missile_Turret 436; Terran_Supply_Depot 58; Terran_Engineering_Bay 300; Terran_Science_Facility -1; Terran_Machine_Shop 228; Terran_Armory -1; Terran_Starport 548; Terran_Opening ; Terran_Academy 590; Terran_Bunker 258; Terran_Factory 168; 
Terran_Control_Tower 697; Terran_Comsat_Station 820; Terran_Barracks 100; Terran_Expansion 229; Terran_Refinery 103; Terran_Barracks2 193; Terran_Missile_Turret 340; Terran_Supply_Depot 60; Terran_Engineering_Bay 291; Terran_Science_Facility 1023; Terran_Machine_Shop 207; Terran_Armory 825; Terran_Starport 625; Terran_Opening ; Terran_Academy 738; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 92; Terran_Expansion -1; Terran_Refinery 118; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay 359; Terran_Science_Facility -1; Terran_Machine_Shop 222; Terran_Armory 391; Terran_Starport -1; Terran_Opening unknown; Terran_Academy 392; Terran_Bunker -1; Terran_Factory 170; 
Terran_Control_Tower -1; Terran_Comsat_Station 519; Terran_Barracks 102; Terran_Expansion 391; Terran_Refinery 85; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 55; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 225; Terran_Armory 479; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 454; Terran_Bunker -1; Terran_Factory 164; 
Terran_Control_Tower -1; Terran_Comsat_Station 315; Terran_Barracks 107; Terran_Expansion 446; Terran_Refinery 92; Terran_Barracks2 177; Terran_Missile_Turret 459; Terran_Supply_Depot 55; Terran_Engineering_Bay 374; Terran_Science_Facility -1; Terran_Machine_Shop 459; Terran_Armory 615; Terran_Starport -1; Terran_Opening ; Terran_Academy 210; Terran_Bunker 529; Terran_Factory 375; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 102; Terran_Expansion -1; Terran_Refinery 105; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 212; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower 891; Terran_Comsat_Station 480; Terran_Barracks 107; Terran_Expansion 301; Terran_Refinery 88; Terran_Barracks2 -1; Terran_Missile_Turret 358; Terran_Supply_Depot 59; Terran_Engineering_Bay 316; Terran_Science_Facility 599; Terran_Machine_Shop 220; Terran_Armory 419; Terran_Starport 545; Terran_Opening vultures; Terran_Academy 420; Terran_Bunker -1; Terran_Factory 165; 
Terran_Control_Tower 803; Terran_Comsat_Station 391; Terran_Barracks 101; Terran_Expansion 306; Terran_Refinery 106; Terran_Barracks2 -1; Terran_Missile_Turret 484; Terran_Supply_Depot 58; Terran_Engineering_Bay 428; Terran_Science_Facility 603; Terran_Machine_Shop 215; Terran_Armory 339; Terran_Starport 529; Terran_Opening vultures; Terran_Academy 336; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 100; Terran_Expansion 345; Terran_Refinery 106; Terran_Barracks2 187; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower -1; Terran_Comsat_Station 401; Terran_Barracks 106; Terran_Expansion 324; Terran_Refinery 88; Terran_Barracks2 -1; Terran_Missile_Turret 600; Terran_Supply_Depot 58; Terran_Engineering_Bay 554; Terran_Science_Facility 543; Terran_Machine_Shop 241; Terran_Armory 350; Terran_Starport 492; Terran_Opening vultures; Terran_Academy 347; Terran_Bunker -1; Terran_Factory 181; 
Terran_Control_Tower -1; Terran_Comsat_Station 422; Terran_Barracks 96; Terran_Expansion 280; Terran_Refinery 103; Terran_Barracks2 559; Terran_Missile_Turret 347; Terran_Supply_Depot 55; Terran_Engineering_Bay 305; Terran_Science_Facility 631; Terran_Machine_Shop 207; Terran_Armory 405; Terran_Starport 575; Terran_Opening vultures; Terran_Academy 366; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 752; Terran_Comsat_Station 381; Terran_Barracks 107; Terran_Expansion 303; Terran_Refinery 89; Terran_Barracks2 -1; Terran_Missile_Turret 606; Terran_Supply_Depot 58; Terran_Engineering_Bay 557; Terran_Science_Facility 523; Terran_Machine_Shop 217; Terran_Armory 322; Terran_Starport 437; Terran_Opening vultures; Terran_Academy 320; Terran_Bunker -1; Terran_Factory 165; 
Terran_Control_Tower -1; Terran_Comsat_Station 389; Terran_Barracks 116; Terran_Expansion 461; Terran_Refinery 95; Terran_Barracks2 344; Terran_Missile_Turret 535; Terran_Supply_Depot 58; Terran_Engineering_Bay 460; Terran_Science_Facility -1; Terran_Machine_Shop 572; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 281; Terran_Bunker 176; Terran_Factory 504; 
Terran_Control_Tower -1; Terran_Comsat_Station 341; Terran_Barracks 92; Terran_Expansion -1; Terran_Refinery 201; Terran_Barracks2 265; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay 469; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 272; Terran_Bunker 243; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 650; Terran_Barracks 87; Terran_Expansion 467; Terran_Refinery 103; Terran_Barracks2 184; Terran_Missile_Turret 521; Terran_Supply_Depot 59; Terran_Engineering_Bay 471; Terran_Science_Facility -1; Terran_Machine_Shop 216; Terran_Armory 866; Terran_Starport -1; Terran_Opening ; Terran_Academy 595; Terran_Bunker 368; Terran_Factory 163; 
Terran_Control_Tower -1; Terran_Comsat_Station 503; Terran_Barracks 89; Terran_Expansion 296; Terran_Refinery 99; Terran_Barracks2 439; Terran_Missile_Turret 357; Terran_Supply_Depot 60; Terran_Engineering_Bay 317; Terran_Science_Facility -1; Terran_Machine_Shop 209; Terran_Armory 502; Terran_Starport 722; Terran_Opening ; Terran_Academy 434; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 926; Terran_Comsat_Station 508; Terran_Barracks 88; Terran_Expansion 289; Terran_Refinery 97; Terran_Barracks2 382; Terran_Missile_Turret 393; Terran_Supply_Depot 57; Terran_Engineering_Bay 302; Terran_Science_Facility 816; Terran_Machine_Shop 199; Terran_Armory 534; Terran_Starport 747; Terran_Opening ; Terran_Academy 451; Terran_Bunker -1; Terran_Factory 147; 
Terran_Control_Tower 685; Terran_Comsat_Station 458; Terran_Barracks 93; Terran_Expansion 280; Terran_Refinery 98; Terran_Barracks2 228; Terran_Missile_Turret 430; Terran_Supply_Depot 64; Terran_Engineering_Bay 384; Terran_Science_Facility 686; Terran_Machine_Shop 206; Terran_Armory 579; Terran_Starport 608; Terran_Opening ; Terran_Academy 404; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower 848; Terran_Comsat_Station 393; Terran_Barracks 107; Terran_Expansion 298; Terran_Refinery 86; Terran_Barracks2 -1; Terran_Missile_Turret 472; Terran_Supply_Depot 56; Terran_Engineering_Bay 412; Terran_Science_Facility 545; Terran_Machine_Shop 258; Terran_Armory 324; Terran_Starport 490; Terran_Opening vultures; Terran_Academy 330; Terran_Bunker -1; Terran_Factory 172; 
Terran_Control_Tower 811; Terran_Comsat_Station 329; Terran_Barracks 96; Terran_Expansion 407; Terran_Refinery 101; Terran_Barracks2 116; Terran_Missile_Turret 403; Terran_Supply_Depot 55; Terran_Engineering_Bay 358; Terran_Science_Facility 813; Terran_Machine_Shop 413; Terran_Armory 757; Terran_Starport 754; Terran_Opening ; Terran_Academy 255; Terran_Bunker 584; Terran_Factory 253; 
Terran_Control_Tower 770; Terran_Comsat_Station 417; Terran_Barracks 98; Terran_Expansion 298; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret 636; Terran_Supply_Depot 57; Terran_Engineering_Bay 550; Terran_Science_Facility 531; Terran_Machine_Shop 207; Terran_Armory 353; Terran_Starport 481; Terran_Opening vultures; Terran_Academy 352; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower 666; Terran_Comsat_Station 409; Terran_Barracks 107; Terran_Expansion 296; Terran_Refinery 105; Terran_Barracks2 -1; Terran_Missile_Turret 373; Terran_Supply_Depot 58; Terran_Engineering_Bay 323; Terran_Science_Facility 667; Terran_Machine_Shop 224; Terran_Armory 353; Terran_Starport 551; Terran_Opening vultures; Terran_Academy 352; Terran_Bunker -1; Terran_Factory 166; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 0; Terran_Comsat_Station 461; Terran_Barracks 92; Terran_Expansion 287; Terran_Refinery 97; Terran_Barracks2 450; Terran_Missile_Turret 317; Terran_Supply_Depot 59; Terran_Engineering_Bay 275; Terran_Science_Facility 1070; Terran_Machine_Shop 200; Terran_Armory 709; Terran_Starport 812; Terran_Opening ; Terran_Academy 399; Terran_Bunker -1; Terran_Factory 148; 
Terran_Control_Tower 733; Terran_Comsat_Station 368; Terran_Barracks 97; Terran_Expansion 271; Terran_Refinery 104; Terran_Barracks2 -1; Terran_Missile_Turret 490; Terran_Supply_Depot 58; Terran_Engineering_Bay 439; Terran_Science_Facility 578; Terran_Machine_Shop 205; Terran_Armory 321; Terran_Starport 528; Terran_Opening air; Terran_Academy 315; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 318; Terran_Barracks 97; Terran_Expansion 286; Terran_Refinery 102; Terran_Barracks2 -1; Terran_Missile_Turret 394; Terran_Supply_Depot 57; Terran_Engineering_Bay 347; Terran_Science_Facility 592; Terran_Machine_Shop 272; Terran_Armory 337; Terran_Starport 530; Terran_Opening air; Terran_Academy 236; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station 388; Terran_Barracks 103; Terran_Expansion 286; Terran_Refinery 105; Terran_Barracks2 1039; Terran_Missile_Turret 635; Terran_Supply_Depot 60; Terran_Engineering_Bay 565; Terran_Science_Facility 554; Terran_Machine_Shop 210; Terran_Armory 334; Terran_Starport 499; Terran_Opening vultures; Terran_Academy 332; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower 635; Terran_Comsat_Station 431; Terran_Barracks 100; Terran_Expansion 297; Terran_Refinery 119; Terran_Barracks2 -1; Terran_Missile_Turret 547; Terran_Supply_Depot 59; Terran_Engineering_Bay 471; Terran_Science_Facility 575; Terran_Machine_Shop 353; Terran_Armory 374; Terran_Starport 484; Terran_Opening air; Terran_Academy 373; Terran_Bunker 157; Terran_Factory 295; 
Terran_Control_Tower -1; Terran_Comsat_Station 327; Terran_Barracks 114; Terran_Expansion 438; Terran_Refinery 86; Terran_Barracks2 181; Terran_Missile_Turret 491; Terran_Supply_Depot 56; Terran_Engineering_Bay 435; Terran_Science_Facility -1; Terran_Machine_Shop 464; Terran_Armory 831; Terran_Starport 975; Terran_Opening ; Terran_Academy 218; Terran_Bunker 336; Terran_Factory 403; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 636; Terran_Comsat_Station 553; Terran_Barracks 99; Terran_Expansion 377; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret 419; Terran_Supply_Depot 59; Terran_Engineering_Bay 345; Terran_Science_Facility 749; Terran_Machine_Shop 211; Terran_Armory 582; Terran_Starport 478; Terran_Opening two_facto; Terran_Academy 491; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower -1; Terran_Comsat_Station 621; Terran_Barracks 90; Terran_Expansion 337; Terran_Refinery 101; Terran_Barracks2 407; Terran_Missile_Turret 453; Terran_Supply_Depot 62; Terran_Engineering_Bay 408; Terran_Science_Facility -1; Terran_Machine_Shop 244; Terran_Armory 888; Terran_Starport -1; Terran_Opening ; Terran_Academy 568; Terran_Bunker -1; Terran_Factory 187; 
Terran_Control_Tower 844; Terran_Comsat_Station 399; Terran_Barracks 97; Terran_Expansion 296; Terran_Refinery 101; Terran_Barracks2 570; Terran_Missile_Turret 437; Terran_Supply_Depot 57; Terran_Engineering_Bay 388; Terran_Science_Facility 845; Terran_Machine_Shop 208; Terran_Armory 585; Terran_Starport 787; Terran_Opening vultures; Terran_Academy 345; Terran_Bunker 241; Terran_Factory 155; 
Terran_Control_Tower 1056; Terran_Comsat_Station 762; Terran_Barracks 90; Terran_Expansion 463; Terran_Refinery 101; Terran_Barracks2 563; Terran_Missile_Turret 635; Terran_Supply_Depot 60; Terran_Engineering_Bay 594; Terran_Science_Facility 1056; Terran_Machine_Shop 215; Terran_Armory 701; Terran_Starport 835; Terran_Opening ; Terran_Academy 706; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower 810; Terran_Comsat_Station 453; Terran_Barracks 103; Terran_Expansion 317; Terran_Refinery 88; Terran_Barracks2 0; Terran_Missile_Turret 511; Terran_Supply_Depot 57; Terran_Engineering_Bay 459; Terran_Science_Facility 584; Terran_Machine_Shop 261; Terran_Armory 390; Terran_Starport 520; Terran_Opening vultures; Terran_Academy 391; Terran_Bunker -1; Terran_Factory 174; 
Terran_Control_Tower 585; Terran_Comsat_Station 341; Terran_Barracks 119; Terran_Expansion 299; Terran_Refinery 170; Terran_Barracks2 210; Terran_Missile_Turret 434; Terran_Supply_Depot 59; Terran_Engineering_Bay 388; Terran_Science_Facility 582; Terran_Machine_Shop 372; Terran_Armory 380; Terran_Starport 533; Terran_Opening air; Terran_Academy 270; Terran_Bunker -1; Terran_Factory 314; 
Terran_Control_Tower -1; Terran_Comsat_Station 312; Terran_Barracks 98; Terran_Expansion 479; Terran_Refinery 161; Terran_Barracks2 204; Terran_Missile_Turret 549; Terran_Supply_Depot 56; Terran_Engineering_Bay 439; Terran_Science_Facility -1; Terran_Machine_Shop 546; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 216; Terran_Bunker -1; Terran_Factory 489; 
Terran_Control_Tower 558; Terran_Comsat_Station 496; Terran_Barracks 104; Terran_Expansion 277; Terran_Refinery 93; Terran_Barracks2 -1; Terran_Missile_Turret 348; Terran_Supply_Depot 60; Terran_Engineering_Bay 308; Terran_Science_Facility 556; Terran_Machine_Shop 234; Terran_Armory 416; Terran_Starport 497; Terran_Opening vultures; Terran_Academy 419; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower -1; Terran_Comsat_Station 410; Terran_Barracks 96; Terran_Expansion 294; Terran_Refinery 193; Terran_Barracks2 -1; Terran_Missile_Turret 359; Terran_Supply_Depot 56; Terran_Engineering_Bay 310; Terran_Science_Facility -1; Terran_Machine_Shop 305; Terran_Armory 352; Terran_Starport 624; Terran_Opening ; Terran_Academy 345; Terran_Bunker -1; Terran_Factory 250; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 447; Terran_Barracks 96; Terran_Expansion 255; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret 352; Terran_Supply_Depot 56; Terran_Engineering_Bay 310; Terran_Science_Facility 579; Terran_Machine_Shop 208; Terran_Armory 388; Terran_Starport 524; Terran_Opening air; Terran_Academy 296; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower -1; Terran_Comsat_Station 665; Terran_Barracks 101; Terran_Expansion 273; Terran_Refinery 104; Terran_Barracks2 -1; Terran_Missile_Turret 345; Terran_Supply_Depot 59; Terran_Engineering_Bay 299; Terran_Science_Facility -1; Terran_Machine_Shop 217; Terran_Armory 601; Terran_Starport 705; Terran_Opening ; Terran_Academy 602; Terran_Bunker -1; Terran_Factory 161; 
Terran_Control_Tower 689; Terran_Comsat_Station 374; Terran_Barracks 103; Terran_Expansion 271; Terran_Refinery 84; Terran_Barracks2 -1; Terran_Missile_Turret 566; Terran_Supply_Depot 56; Terran_Engineering_Bay 524; Terran_Science_Facility 570; Terran_Machine_Shop 258; Terran_Armory 322; Terran_Starport 505; Terran_Opening vultures; Terran_Academy 320; Terran_Bunker -1; Terran_Factory 185; 
Terran_Control_Tower -1; Terran_Comsat_Station 546; Terran_Barracks 107; Terran_Expansion 291; Terran_Refinery 84; Terran_Barracks2 -1; Terran_Missile_Turret 486; Terran_Supply_Depot 57; Terran_Engineering_Bay 367; Terran_Science_Facility 682; Terran_Machine_Shop 272; Terran_Armory 501; Terran_Starport 629; Terran_Opening ; Terran_Academy 483; Terran_Bunker 164; Terran_Factory 193; 
Terran_Control_Tower 974; Terran_Comsat_Station 446; Terran_Barracks 89; Terran_Expansion 277; Terran_Refinery 101; Terran_Barracks2 312; Terran_Missile_Turret 359; Terran_Supply_Depot 61; Terran_Engineering_Bay 317; Terran_Science_Facility 609; Terran_Machine_Shop 206; Terran_Armory 389; Terran_Starport 532; Terran_Opening air; Terran_Academy 390; Terran_Bunker -1; Terran_Factory 152; 
Terran_Control_Tower -1; Terran_Comsat_Station 440; Terran_Barracks 110; Terran_Expansion 309; Terran_Refinery 88; Terran_Barracks2 -1; Terran_Missile_Turret 583; Terran_Supply_Depot 57; Terran_Engineering_Bay 528; Terran_Science_Facility 578; Terran_Machine_Shop 225; Terran_Armory 380; Terran_Starport 515; Terran_Opening air; Terran_Academy 383; Terran_Bunker -1; Terran_Factory 170; 
Terran_Control_Tower -1; Terran_Comsat_Station 386; Terran_Barracks 115; Terran_Expansion 261; Terran_Refinery 85; Terran_Barracks2 -1; Terran_Missile_Turret 485; Terran_Supply_Depot 57; Terran_Engineering_Bay 441; Terran_Science_Facility 606; Terran_Machine_Shop 224; Terran_Armory 322; Terran_Starport 557; Terran_Opening vultures; Terran_Academy 324; Terran_Bunker -1; Terran_Factory 171; 
Terran_Control_Tower -1; Terran_Comsat_Station 345; Terran_Barracks 114; Terran_Expansion 263; Terran_Refinery 82; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay -1; Terran_Science_Facility 555; Terran_Machine_Shop 250; Terran_Armory 367; Terran_Starport 506; Terran_Opening vultures; Terran_Academy 288; Terran_Bunker -1; Terran_Factory 170; 
Terran_Control_Tower -1; Terran_Comsat_Station 455; Terran_Barracks 98; Terran_Expansion 320; Terran_Refinery 105; Terran_Barracks2 -1; Terran_Missile_Turret 479; Terran_Supply_Depot 59; Terran_Engineering_Bay 432; Terran_Science_Facility 614; Terran_Machine_Shop 235; Terran_Armory 385; Terran_Starport 557; Terran_Opening vultures; Terran_Academy 382; Terran_Bunker -1; Terran_Factory 157; 
